时间:2018-08-20 05:43:24  句柄:73    角色:老子在床上曰 地图:D2001 级别:42     事件:老子在床上曰  策略超速使用 - [麻痹]
时间:2018-08-20 13:13:09  句柄:8     角色:打宝专用    地图:H007  级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 13:13:42  句柄:20    角色:火神        地图:H007  级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 13:14:07  句柄:44    角色:至少2还有你 地图:H010  级别:38     事件:至少2还有你  策略超速使用 - [麻痹]
时间:2018-08-20 13:22:18  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 13:22:43  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 13:25:11  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 13:25:27  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 13:33:22  句柄:8     角色:简单        地图:D2001 级别:44     事件:简单  策略超速使用 - [麻痹]
时间:2018-08-20 13:42:34  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 13:43:20  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 13:48:43  句柄:20    角色:小可爱      地图:D2079 级别:48     事件:小可爱  策略超速使用 - [麻痹]
时间:2018-08-20 14:03:04  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 14:05:57  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 14:06:44  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 14:07:24  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 14:08:34  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 14:09:24  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 14:09:45  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 14:10:25  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 14:12:19  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 14:12:37  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 14:15:24  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 14:18:45  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 14:20:07  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 14:21:12  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 14:23:26  句柄:8     角色:简单        地图:Fama1 级别:44     事件:简单  策略超速使用 - [麻痹]
时间:2018-08-20 14:26:44  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 14:28:33  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 14:29:53  句柄:8     角色:简单        地图:Fama2 级别:44     事件:简单  策略超速使用 - [麻痹]
时间:2018-08-20 14:34:33  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 14:34:35  句柄:6     角色:茶花        地图:D2079 级别:45     事件:茶花  策略超速使用 - [麻痹]
时间:2018-08-20 14:35:24  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 14:36:53  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 14:38:41  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 14:39:02  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 14:40:32  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 14:41:48  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 14:42:30  句柄:60    角色:满脸痘痘    地图:M001  级别:48     事件:满脸痘痘  策略超速使用 - [麻痹]
时间:2018-08-20 14:43:54  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 14:47:38  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 14:48:02  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 14:49:04  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 14:49:32  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 14:50:01  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 14:52:14  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 14:52:24  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 14:54:38  句柄:33    角色:黄泉映我笑  地图:4     级别:42     事件:黄泉映我笑  策略超速使用 - [麻痹]
时间:2018-08-20 14:56:20  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 15:01:21  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 15:01:48  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 15:02:50  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 15:03:24  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 15:04:26  句柄:14    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 15:05:00  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 15:07:52  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 15:08:29  句柄:40    角色:打宝专用    地图:H008  级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 15:08:31  句柄:6     角色:茶花        地图:H010  级别:45     事件:茶花  策略超速使用 - [麻痹]
时间:2018-08-20 15:10:33  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 15:11:33  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 15:13:29  句柄:40    角色:打宝专用    地图:H008  级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 15:13:47  句柄:40    角色:打宝专用    地图:H008  级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 15:14:07  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 15:14:12  句柄:40    角色:打宝专用    地图:H008  级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 15:14:37  句柄:40    角色:打宝专用    地图:H008  级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 15:14:56  句柄:40    角色:打宝专用    地图:H008  级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 15:18:03  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 15:18:11  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 15:19:46  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 15:23:14  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 15:24:17  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 15:34:30  句柄:40    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 15:35:52  句柄:40    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 15:36:33  句柄:25    角色:无聊来瞅瞅  地图:D2078 级别:41     事件:无聊来瞅瞅  策略超速使用 - [麻痹]
时间:2018-08-20 15:39:06  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 15:39:55  句柄:40    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 15:41:38  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 15:43:12  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 15:43:26  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 15:47:21  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 15:49:21  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 15:50:39  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 15:57:52  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 15:59:19  句柄:40    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 16:05:23  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 16:05:58  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 16:07:53  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 16:08:06  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 16:26:19  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 16:27:03  句柄:28    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 16:27:17  句柄:40    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 16:28:29  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 16:28:29  句柄:28    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 16:42:06  句柄:28    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 16:42:27  句柄:14    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 16:42:48  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 16:43:38  句柄:10    角色:等待开区    地图:D5072 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 16:44:06  句柄:28    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 16:44:20  句柄:14    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 16:44:36  句柄:28    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 16:46:53  句柄:31    角色:一二一      地图:H010  级别:46     事件:一二一  策略超速使用 - [麻痹]
时间:2018-08-20 16:56:14  句柄:28    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 16:59:18  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 17:01:20  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 17:02:04  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 17:02:25  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 17:02:39  句柄:14    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 17:04:07  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 17:04:24  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 17:04:59  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 17:05:03  句柄:14    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 17:06:59  句柄:14    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 17:07:45  句柄:14    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 17:09:36  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 17:09:58  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 17:14:25  句柄:14    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 17:16:07  句柄:14    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 17:18:13  句柄:10    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 17:18:25  句柄:40    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 17:18:41  句柄:40    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 17:18:43  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 17:19:04  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 17:19:51  句柄:40    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 17:20:18  句柄:40    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 17:20:39  句柄:40    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 17:21:33  句柄:20    角色:欢乐豆      地图:F013  级别:45     事件:欢乐豆  策略超速使用 - [麻痹]
时间:2018-08-20 17:23:49  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 17:24:27  句柄:10    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 17:24:38  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 17:25:31  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 17:26:04  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 17:32:39  句柄:10    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 17:33:17  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 17:38:42  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 17:40:37  句柄:10    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 17:41:56  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 17:44:57  句柄:10    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 17:46:14  句柄:10    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 17:46:47  句柄:10    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 17:49:56  句柄:10    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 17:52:27  句柄:14    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 17:53:21  句柄:14    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 17:55:55  句柄:14    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 17:56:38  句柄:10    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 17:57:53  句柄:14    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 17:57:56  句柄:10    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 17:59:07  句柄:14    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 18:01:32  句柄:14    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 18:13:55  句柄:27    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 18:17:02  句柄:27    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 18:17:34  句柄:27    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 18:17:57  句柄:27    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 18:18:43  句柄:14    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 18:19:14  句柄:10    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 18:19:42  句柄:27    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 18:25:15  句柄:14    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 18:27:45  句柄:14    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 18:32:54  句柄:14    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 18:33:45  句柄:27    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 18:35:31  句柄:27    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 18:36:18  句柄:27    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 18:38:08  句柄:27    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 18:40:37  句柄:27    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 18:43:46  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 18:46:22  句柄:14    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 18:48:37  句柄:1     角色:战神八爷    地图:3     级别:44     事件:战神八爷  策略超速使用 - [麻痹]
时间:2018-08-20 18:52:21  句柄:14    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 18:52:30  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 18:53:47  句柄:14    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 18:54:30  句柄:14    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-20 18:56:07  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 18:57:52  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 18:59:42  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 18:59:55  句柄:30    角色:堕落        地图:H106  级别:45     事件:堕落  策略超速使用 - [麻痹]
时间:2018-08-20 19:00:49  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 19:12:16  句柄:26    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 19:14:53  句柄:59    角色:刺痛1       地图:YB01  级别:46     事件:刺痛1  策略超速使用 - [麻痹]
时间:2018-08-20 19:16:39  句柄:57    角色:寂寞天涯    地图:YB01  级别:46     事件:寂寞天涯  策略超速使用 - [麻痹]
时间:2018-08-20 19:19:00  句柄:30    角色:堕落        地图:YB02  级别:45     事件:堕落  策略超速使用 - [麻痹]
时间:2018-08-20 19:22:07  句柄:26    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 19:23:32  句柄:26    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 19:25:24  句柄:10    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 19:25:46  句柄:26    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 19:27:55  句柄:26    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 19:35:07  句柄:26    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 19:37:39  句柄:10    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 19:39:21  句柄:10    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 19:43:33  句柄:10    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-20 19:43:50  句柄:26    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-20 19:43:52  句柄:1     角色:刺痛1       地图:YB01  级别:46     事件:刺痛1  策略超速使用 - [麻痹]
时间:2018-08-20 19:45:01  句柄:1     角色:刺痛1       地图:YB01  级别:46     事件:刺痛1  策略超速使用 - [麻痹]
时间:2018-08-20 19:46:04  句柄:1     角色:刺痛1       地图:YB02  级别:46     事件:刺痛1  策略超速使用 - [麻痹]
时间:2018-08-20 19:52:00  句柄:28    角色:火神        地图:D5074 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 20:01:13  句柄:20    角色:欢乐豆      地图:D2079 级别:45     事件:欢乐豆  策略超速使用 - [麻痹]
时间:2018-08-20 20:09:04  句柄:34    角色:云烟        地图:JQDBHD 级别:49     事件:云烟  策略超速使用 - [麻痹]
时间:2018-08-20 20:15:16  句柄:28    角色:德玛        地图:JQDBHD 级别:47     事件:德玛  策略超速使用 - [麻痹]
时间:2018-08-20 20:17:47  句柄:15    角色:销售恶霸犬  地图:H010  级别:45     事件:销售恶霸犬  策略超速使用 - [麻痹]
时间:2018-08-20 21:00:03  句柄:42    角色:一直玩下去  地图:H010  级别:40     事件:一直玩下去  策略超速使用 - [麻痹]
时间:2018-08-20 21:04:17  句柄:28    角色:德玛        地图:3     级别:47     事件:德玛  策略超速使用 - [麻痹]
时间:2018-08-20 21:05:22  句柄:70    角色:霸霸        地图:3     级别:48     事件:霸霸  策略超速使用 - [麻痹]
时间:2018-08-20 21:16:12  句柄:15    角色:销售恶霸犬  地图:H010  级别:45     事件:销售恶霸犬  策略超速使用 - [麻痹]
时间:2018-08-20 21:16:41  句柄:30    角色:霸霸        地图:zlg101 级别:48     事件:霸霸  策略超速使用 - [麻痹]
时间:2018-08-20 21:31:29  句柄:15    角色:销售恶霸犬  地图:H010  级别:45     事件:销售恶霸犬  策略超速使用 - [麻痹]
时间:2018-08-20 21:35:32  句柄:23    角色:至少2还有你 地图:H010  级别:40     事件:至少2还有你  策略超速使用 - [麻痹]
时间:2018-08-20 21:53:30  句柄:33    角色:黄杨        地图:D2079 级别:46     事件:黄杨  策略超速使用 - [麻痹]
时间:2018-08-20 22:04:49  句柄:5     角色:飞得高      地图:3     级别:49     事件:飞得高  策略超速使用 - [麻痹]
时间:2018-08-20 22:05:56  句柄:5     角色:飞得高      地图:3     级别:49     事件:飞得高  策略超速使用 - [麻痹]
时间:2018-08-20 22:13:36  句柄:21    角色:一直玩下去  地图:H010  级别:40     事件:一直玩下去  策略超速使用 - [麻痹]
时间:2018-08-20 22:14:03  句柄:21    角色:一直玩下去  地图:3     级别:40     事件:一直玩下去  策略超速使用 - [麻痹]
时间:2018-08-20 22:27:16  句柄:28    角色:德玛        地图:D507122 级别:47     事件:德玛  策略超速使用 - [麻痹]
时间:2018-08-20 22:47:55  句柄:46    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 22:48:29  句柄:7     角色:浩荡        地图:4     级别:44     事件:浩荡  策略超速使用 - [麻痹]
时间:2018-08-20 23:00:09  句柄:28    角色:德玛        地图:D10071 级别:47     事件:德玛  策略超速使用 - [麻痹]
时间:2018-08-20 23:00:20  句柄:2     角色:小可爱      地图:D2079 级别:48     事件:小可爱  策略超速使用 - [麻痹]
时间:2018-08-20 23:02:24  句柄:46    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 23:03:05  句柄:46    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 23:04:43  句柄:46    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-20 23:07:37  句柄:3     角色:绿色        地图:D10071 级别:45     事件:绿色  策略超速使用 - [麻痹]
时间:2018-08-20 23:08:15  句柄:23    角色:至少2还有你 地图:H010  级别:40     事件:至少2还有你  策略超速使用 - [麻痹]
