时间:2018-08-19 00:31:12  句柄:20    角色:一二一      地图:T232  级别:45     事件:一二一  策略超速使用 - [麻痹]
时间:2018-08-19 14:06:39  句柄:11    角色:打宝专用    地图:H007  级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 14:06:52  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 14:08:14  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 14:09:17  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 14:09:28  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 14:10:20  句柄:11    角色:打宝专用    地图:H007  级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 14:11:44  句柄:32    角色:桃子        地图:H003  级别:47     事件:桃子  策略超速使用 - [麻痹]
时间:2018-08-19 14:11:54  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 14:13:49  句柄:11    角色:打宝专用    地图:H007  级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 14:14:33  句柄:14    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 14:17:30  句柄:14    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 14:18:21  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 14:23:05  句柄:14    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 14:23:14  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 14:30:30  句柄:14    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 14:31:34  句柄:11    角色:打宝专用    地图:H007  级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 14:33:33  句柄:11    角色:打宝专用    地图:H007  级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 14:39:06  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 14:41:03  句柄:14    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 14:41:42  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 14:44:35  句柄:11    角色:打宝专用    地图:H007  级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 14:46:36  句柄:14    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 14:46:50  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 14:47:30  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 14:48:03  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 14:48:21  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 14:48:51  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 14:49:08  句柄:14    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 14:49:24  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 14:51:26  句柄:14    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 14:52:55  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 14:53:43  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 14:55:07  句柄:14    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 14:55:28  句柄:14    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 14:57:03  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 14:58:42  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 15:00:08  句柄:14    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 15:02:01  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 15:04:26  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 15:17:44  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 15:20:08  句柄:19    角色:再回首      地图:F013  级别:44     事件:再回首  策略超速使用 - [麻痹]
时间:2018-08-19 15:20:12  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 15:21:32  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 15:22:17  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 15:22:33  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 15:22:51  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 15:22:57  句柄:14    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 15:23:36  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 15:29:32  句柄:14    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 15:30:13  句柄:14    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 15:30:37  句柄:14    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 15:35:36  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 15:39:03  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 15:41:44  句柄:57    角色:四大爷      地图:3     级别:47     事件:四大爷  策略超速使用 - [麻痹]
时间:2018-08-19 15:42:27  句柄:14    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 15:44:04  句柄:14    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 15:45:49  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 15:47:20  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 15:57:01  句柄:11    角色:打宝专用    地图:H007  级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 15:58:42  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 15:59:14  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 16:00:18  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 16:00:53  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 16:04:54  句柄:14    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 16:05:16  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 16:07:40  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 16:10:43  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 16:11:22  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 16:12:09  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 16:14:08  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 16:14:54  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 16:21:26  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 16:21:47  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 16:22:09  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 16:23:27  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 16:24:13  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 16:24:22  句柄:11    角色:打宝专用    地图:H007  级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 16:24:43  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 16:25:50  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 16:26:27  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 16:27:37  句柄:11    角色:打宝专用    地图:H007  级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 16:27:40  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 16:28:00  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 16:28:41  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 16:28:43  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 16:29:06  句柄:14    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 16:29:37  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 16:30:03  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 16:30:20  句柄:14    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 16:30:26  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 16:31:10  句柄:14    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 16:31:36  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 16:32:35  句柄:14    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 16:34:12  句柄:14    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 16:36:35  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 16:37:14  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 16:44:49  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 16:47:17  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 16:48:25  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 16:48:31  句柄:14    角色:火神        地图:D5072 级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 16:57:34  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 17:00:10  句柄:71    角色:月下醉      地图:D5074 级别:45     事件:月下醉  策略超速使用 - [麻痹]
时间:2018-08-19 17:00:52  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 17:03:40  句柄:7     角色:新势力肚兜  地图:ZYT6  级别:49     事件:新势力肚兜  策略超速使用 - [麻痹]
时间:2018-08-19 17:06:39  句柄:3     角色:彪哥        地图:D2079 级别:47     事件:彪哥  策略超速使用 - [麻痹]
时间:2018-08-19 17:08:36  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 17:08:54  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 17:10:02  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 17:11:01  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 17:13:02  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 17:14:52  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 17:17:56  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 17:18:13  句柄:11    角色:打宝专用    地图:H007  级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 17:22:36  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 17:24:09  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 17:24:40  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 17:25:04  句柄:3     角色:彪哥        地图:D2079 级别:47     事件:彪哥  策略超速使用 - [麻痹]
时间:2018-08-19 17:32:38  句柄:26    角色:无聊来瞅瞅  地图:D613  级别:41     事件:无聊来瞅瞅  策略超速使用 - [麻痹]
时间:2018-08-19 17:35:35  句柄:13    角色:黑色妖精    地图:H008  级别:46     事件:黑色妖精  策略超速使用 - [麻痹]
时间:2018-08-19 17:39:59  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 17:43:02  句柄:17    角色:神仙        地图:H007  级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 17:46:26  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 17:52:05  句柄:14    角色:火神        地图:H007  级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 17:55:11  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 17:55:44  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 17:56:00  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 17:58:06  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 17:58:56  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 17:59:24  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 18:04:15  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 18:04:36  句柄:14    角色:火神        地图:H007  级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 18:05:03  句柄:11    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 18:09:23  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 18:11:39  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 18:13:22  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 18:19:07  句柄:11    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 18:19:55  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 18:19:55  句柄:11    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 18:20:57  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 18:21:10  句柄:11    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 18:21:16  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 18:22:55  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 18:28:06  句柄:21    角色:等待开区    地图:D5074 级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 18:29:14  句柄:11    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 18:32:47  句柄:14    角色:火神        地图:H007  级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 18:33:39  句柄:65    角色:欢乐豆      地图:D2079 级别:45     事件:欢乐豆  策略超速使用 - [麻痹]
时间:2018-08-19 18:36:34  句柄:11    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 18:39:01  句柄:21    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 18:43:28  句柄:11    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 18:44:02  句柄:21    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 18:47:18  句柄:21    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 18:47:52  句柄:11    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 18:48:08  句柄:21    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 18:53:18  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 18:54:59  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 18:55:00  句柄:11    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 18:56:50  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 19:00:12  句柄:11    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 19:02:45  句柄:11    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 19:03:23  句柄:17    角色:忆大娘      地图:3     级别:47     事件:忆大娘  策略超速使用 - [麻痹]
时间:2018-08-19 19:06:14  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 19:08:25  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 19:08:47  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 19:10:39  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 19:13:43  句柄:13    角色:黑色妖精    地图:D71602 级别:46     事件:黑色妖精  策略超速使用 - [麻痹]
时间:2018-08-19 19:17:22  句柄:31    角色:彪哥哥      地图:YB02  级别:47     事件:彪哥哥  策略超速使用 - [麻痹]
时间:2018-08-19 19:19:25  句柄:22    角色:刺骨        地图:YB02  级别:46     事件:刺骨  策略超速使用 - [麻痹]
时间:2018-08-19 19:21:40  句柄:11    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 19:22:23  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 19:23:38  句柄:67    角色:落英缤纷    地图:D2005 级别:45     事件:落英缤纷  策略超速使用 - [麻痹]
时间:2018-08-19 19:31:06  句柄:14    角色:火神        地图:H007  级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 19:31:56  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 19:35:31  句柄:14    角色:火神        地图:H007  级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 19:36:52  句柄:14    角色:火神        地图:H007  级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 19:37:53  句柄:14    角色:火神        地图:H007  级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 19:39:17  句柄:14    角色:火神        地图:H007  级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 19:39:41  句柄:14    角色:火神        地图:H007  级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 19:41:02  句柄:14    角色:火神        地图:H007  级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 19:43:53  句柄:11    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 19:58:49  句柄:21    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 19:58:52  句柄:11    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 19:59:14  句柄:11    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 19:59:54  句柄:21    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 20:03:05  句柄:21    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 20:04:12  句柄:21    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 20:04:55  句柄:59    角色:销售恶霸犬  地图:H010  级别:45     事件:销售恶霸犬  策略超速使用 - [麻痹]
时间:2018-08-19 20:05:12  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 20:05:50  句柄:11    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 20:07:38  句柄:14    角色:火神        地图:H007  级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 20:08:52  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 20:12:40  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 20:13:44  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 20:20:11  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 20:20:20  句柄:11    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 20:20:27  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 20:21:52  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 20:21:53  句柄:14    角色:火神        地图:H007  级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 20:22:04  句柄:56    角色:飞得高      地图:3     级别:49     事件:飞得高  策略超速使用 - [麻痹]
时间:2018-08-19 20:23:30  句柄:14    角色:火神        地图:H007  级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 20:24:54  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 20:25:58  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 20:26:14  句柄:14    角色:火神        地图:H007  级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 20:26:16  句柄:11    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 20:27:23  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 20:27:57  句柄:14    角色:火神        地图:H007  级别:44     事件:火神  策略超速使用 - [麻痹]
时间:2018-08-19 20:30:56  句柄:1     角色:一二一      地图:D71602 级别:46     事件:一二一  策略超速使用 - [麻痹]
时间:2018-08-19 20:31:29  句柄:56    角色:飞得高      地图:ZYT6  级别:49     事件:飞得高  策略超速使用 - [麻痹]
时间:2018-08-19 20:33:07  句柄:73    角色:老子在床上曰 地图:D2001 级别:42     事件:老子在床上曰  策略超速使用 - [麻痹]
时间:2018-08-19 20:33:15  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 20:41:33  句柄:11    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 20:43:17  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 20:44:26  句柄:13    角色:黑色妖精    地图:ZYT3  级别:46     事件:黑色妖精  策略超速使用 - [麻痹]
时间:2018-08-19 20:44:26  句柄:10    角色:神仙        地图:D5074 级别:44     事件:神仙  策略超速使用 - [麻痹]
时间:2018-08-19 20:48:36  句柄:11    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 20:48:55  句柄:11    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
时间:2018-08-19 20:49:51  句柄:21    角色:等待开区    地图:H007  级别:45     事件:等待开区  策略超速使用 - [麻痹]
时间:2018-08-19 20:50:08  句柄:11    角色:打宝专用    地图:D5072 级别:44     事件:打宝专用  策略超速使用 - [麻痹]
