2016-06-24 01:27:28  Exceptio:“Ï≥£√Ë ˆ:MHBchsvmJ7sEoWAmQkItnkASCZpBammoWFIpkk84OQpMcgmSTko9nE44MZAEaiEK|Group:107

2016-06-24 09:18:33  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck84IZhJSjGYS0oJCkwSKQpKeg0K|Group:113

2016-06-24 09:18:34  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck84IZhJSjGYS0oJCkwSKQpKeg0K|Group:113

2016-06-24 09:18:35  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck84IZhJSjGYS0oJCkwSKQpKeg0K|Group:113

2016-06-24 09:18:35  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck84IZhJSjGYS0oJCkwSKQpKeg0K|Group:113

2016-06-24 09:18:36  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck84IZhJSjGYS0oJCkwSKQpKeg0K|Group:113

2016-06-24 09:18:37  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck84IZhJSjGYS0oJCkwSKQpKeg0K|Group:113

2016-06-24 09:18:38  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck84IZhJSjGYS0oJCkwSKQpKeg0K|Group:113

2016-06-24 09:18:38  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck84IZhJSjGYS0oJCkwSKQpKeg0K|Group:113

2016-06-24 09:18:39  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck84IZhJSjGYS0oJCkwSKQpKeg0K|Group:113

2016-06-24 09:18:40  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck84IZhJSjGYS0oJCkwSKQpKeg0K|Group:113

2016-06-24 09:18:40  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck84IZhJSjGYS0oJCkwSKQpKeg0K|Group:113

2016-06-24 09:18:46  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckk4IZhJSjGYS0oJCkwSLQpKeg0K|Group:113

2016-06-24 09:18:47  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckk4IZhJSjGYS0oJCkwSLQpKeg0K|Group:113

2016-06-24 09:18:48  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckk4IZhJSjGYS0oJCkwSLQpKeg0K|Group:113

2016-06-24 09:18:48  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckk4IZhJSjGYS0oJCkwSLQpKeg0K|Group:113

2016-06-24 09:18:49  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckk4IZhJSjGYS0oJCkwSLQpKeg0K|Group:113

2016-06-24 09:18:50  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckk4IZhJSjGYS0oJCkwSLQpKeg0K|Group:113

2016-06-24 09:18:51  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckk4IZhJSjGYS0oJCkwSLQpKeg0K|Group:113

2016-06-24 09:18:51  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckk4IZhJSjGYS0oJCkwSLQpKeg0K|Group:113

2016-06-24 09:18:52  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckk4IZhJSjGYS0oJCkwSLQpKeg0K|Group:113

2016-06-24 09:18:53  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckk4IZhJSjGYS0oJCkwSLQpKeg0K|Group:113

2016-06-24 09:18:53  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckk4IZhJSjGYS0oJCkwSLQpKeg0K|Group:113

2016-06-24 09:18:59  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckg4IZhJSjGYS0oJCkwSLQpKeg0K|Group:114

2016-06-24 09:19:00  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckg4IZhJSjGYS0oJCkwSLQpKeg0K|Group:114

2016-06-24 09:19:00  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckg4IZhJSjGYS0oJCkwSLQpKeg0K|Group:114

2016-06-24 09:19:01  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckg4IZhJSjGYS0oJCkwSLQpKeg0K|Group:114

2016-06-24 09:19:02  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckg4IZhJSjGYS0oJCkwSLQpKeg0K|Group:114

2016-06-24 09:19:03  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckg4IZhJSjGYS0oJCkwSLQpKeg0K|Group:114

2016-06-24 09:19:32  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZpIYjWCS2oJCkxiNQpKWjUK|Group:114

2016-06-24 09:19:33  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZpIYjWCS2oJCkxiNQpKWjUK|Group:114

2016-06-24 09:19:34  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZpIYjWCS2oJCkxiNQpKWjUK|Group:114

2016-06-24 09:19:35  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZpIYjWCS2oJCkxiNQpKWjUK|Group:114

2016-06-24 09:19:35  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZpIYjWCS2oJCkxiNQpKWjUK|Group:114

2016-06-24 09:19:36  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZpIYjWCS2oJCkxiNQpKWjUK|Group:114

2016-06-24 09:19:37  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZpIYjWCS2oJCkxiNQpKWjUK|Group:114

2016-06-24 09:19:37  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZpIYjWCS2oJCkxiNQpKWjUK|Group:114

2016-06-24 09:19:38  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZpIYjWCS2oJCkxiNQpKWjUK|Group:114

2016-06-24 09:19:40  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZpIYjWCS2oJCkxiNQpKWjUK|Group:114

2016-06-24 09:19:41  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZpIYjWCS2oJCkxiNQpKWjUK|Group:114

2016-06-24 09:19:42  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZpIYjWCS2oJCkxiNQpKWjUK|Group:114

2016-06-24 09:19:42  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZpIYjWCS2oJCkxiNQpKWjUK|Group:114

2016-06-24 09:19:43  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZpIYjWCS2oJCkxiNQpKWjUK|Group:114

2016-06-24 09:19:44  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZpIYjWCS2oJCkxiNQpKWjUK|Group:114

2016-06-24 09:19:45  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZpIYjWCS2oJCkxiNQpKWjUK|Group:114

2016-06-24 09:19:45  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4OZpIYjWCS2oJCkxiNQpKWjUK|Group:114

2016-06-24 09:19:52  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:19:53  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:19:53  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:19:54  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:19:55  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:19:56  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:19:56  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:19:57  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:19:58  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:20:01  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:20:01  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:20:02  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:20:03  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:20:03  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ck44OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:20:08  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:20:09  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:20:10  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:20:10  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:20:11  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:20:12  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:20:12  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:20:13  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:20:14  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:20:14  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:20:15  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:20:16  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:20:16  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:20:17  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4OZpIYjWCS2oJCkxiNQpKWjUK|Group:115

2016-06-24 09:20:49  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckg4IZhJQj2USRo5CkxiMQpJej0K|Group:115

2016-06-24 09:20:49  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckg4IZhJQj2USRo5CkxiMQpJej0K|Group:115

2016-06-24 09:20:50  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckg4IZhJQj2USRo5CkxiMQpJej0K|Group:115

2016-06-24 09:20:51  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckg4IZhJQj2USRo5CkxiMQpJej0K|Group:115

2016-06-24 09:21:04  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZhJQj2USRo5CkxiMQpJej0K|Group:115

2016-06-24 09:21:04  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZhJQj2USRo5CkxiMQpJej0K|Group:115

2016-06-24 09:21:05  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZhJQj2USRo5CkxiMQpJej0K|Group:115

2016-06-24 09:21:06  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZhJQj2USRo5CkxiMQpJej0K|Group:115

2016-06-24 09:21:06  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZhJQj2USRo5CkxiMQpJej0K|Group:115

2016-06-24 09:21:07  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZhJQj2USRo5CkxiMQpJej0K|Group:115

2016-06-24 09:21:08  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZhJQj2USRo5CkxiMQpJej0K|Group:115

2016-06-24 09:21:09  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZhJQj2USRo5CkxiMQpJej0K|Group:115

2016-06-24 09:21:09  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZhJQj2USRo5CkxiMQpJej0K|Group:115

2016-06-24 09:21:10  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZhJQj2USRo5CkxiMQpJej0K|Group:115

2016-06-24 09:21:10  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckw4IZhJQj2USRo5CkxiMQpJej0K|Group:115

2016-06-24 09:21:16  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckk4IZhJQj2USRo5CkxiMQpJej0K|Group:115

2016-06-24 09:21:17  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckk4IZhJQj2USRo5CkxiMQpJej0K|Group:115

2016-06-24 09:21:18  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckk4IZhJQj2USRo5CkxiMQpJej0K|Group:114

2016-06-24 09:21:18  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckk4IZhJQj2USRo5CkxiMQpJej0K|Group:114

2016-06-24 09:21:19  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Ckk4IZhJQj2USRo5CkxiMQpJej0K|Group:114

2016-06-24 09:21:58  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4IZhMcg2ATUopCk1CNQpJWiEK|Group:114

2016-06-24 09:21:58  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4IZhMcg2ATUopCk1CCQpJWiEK|Group:114

2016-06-24 09:21:59  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4IZhMcg2ATUopCk1CCQpJWiEK|Group:114

2016-06-24 09:22:00  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4IZhMcg2ATUopCk1CCQpJWiEK|Group:114

2016-06-24 09:22:00  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4IZhMcg2ATUopCk1CNQpJWiEK|Group:114

2016-06-24 09:22:01  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4IZhMcg2ATUopCk1CNQpJWiEK|Group:114

2016-06-24 09:22:02  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4IZhMcg2ATUopCk1CNQpJWiEK|Group:114

2016-06-24 09:22:02  Exceptio:“Ï≥£√Ë ˆ:yBgVCtZTrO2ik8JlGGwaiAGWTmo5kEFiLZZYsmmQSFo1Cko4IZhMcg2ATUopCk1CNQpJWiEK|Group:114

2016-06-24 09:26:10  Exceptio:“Ï≥£√Ë ˆ:MHBchsY07kG0vNZ3BKFgJkJCKYBMQjWWTnppqFhSKZJPODEKTHo5kElaIZJAOC2eBBolCg==|Group:114

2016-06-24 09:26:11  Exceptio:“Ï≥£√Ë ˆ:MHBchsY07kG0vNZ3BKFgJkJCKYBMQjWWTnppqFhSKZJPODEKTHo5kElaIZJAOC2eBBolCg==|Group:114

2016-06-24 09:26:11  Exceptio:“Ï≥£√Ë ˆ:yBgVCq6hv46ukwShYCZCSjWYQXIJkE9qaahYUimSTzglCkx6OZBJWiGSQDgtngQaOQo=|Group:114

2016-06-24 09:26:12  Exceptio:“Ï≥£√Ë ˆ:MHBchsY07kG0vNZ3BKFgJkJCKYBMQjWWTnppqFhSKZJPODEKTHo5kElaIZJAOC2eBBolCg==|Group:114

2016-06-24 09:26:12  Exceptio:“Ï≥£√Ë ˆ:yBgVCq6hv46ukwShYCZCSjWYQXIJkE9qaahYUimSTzglCkx6OZBJWiGSQDgtngQaOQo=|Group:114

2016-06-24 09:26:12  Exceptio:“Ï≥£√Ë ˆ:yBgVCq6hv46ukwShYCZCSjWYQXIJkE9qaahYUimSTzglCkx6OZBJWiGSQDgtngQaOQo=|Group:114

2016-06-24 09:26:13  Exceptio:“Ï≥£√Ë ˆ:MHBchsY07kG0vNZ3BKFgJkJCKYBMQjWWTnppqFhSKZJPODEKTHo5kElaIZJAOC2eBBolCg==|Group:114

2016-06-24 09:26:13  Exceptio:“Ï≥£√Ë ˆ:yBgVCq6hv46ukwShYCZCSjWYQXIJkE9qaahYUimSTzglCkx6OZBJWiGSQDgtngQaOQo=|Group:114

2016-06-24 09:26:13  Exceptio:“Ï≥£√Ë ˆ:MHBchsY07kG0vNZ3BKFgJkJCKYBMQjWWTnppqFhSKZJPODEKTHo5kElaIZJAOC2eBBolCg==|Group:114

2016-06-24 09:26:14  Exceptio:“Ï≥£√Ë ˆ:yBgVCq6hv46ukwShYCZCSjWYQXIJkE9qaahYUimSTzglCkx6OZBJWiGSQDgtngQaOQo=|Group:114

2016-06-24 09:26:14  Exceptio:“Ï≥£√Ë ˆ:yBgVCq6hv46ukwShYCZCSjWYQXIJkE9qaahYUimSTzglCkx6OZBJWiGSQDgtngQaOQo=|Group:114

2016-06-24 09:26:15  Exceptio:“Ï≥£√Ë ˆ:yBgVCq6hv46ukwShYCZCSjWYQXIJkE9qaahYUimSTzglCkx6OZBJWiGSQDgtngQaOQo=|Group:114

2016-06-24 09:26:16  Exceptio:“Ï≥£√Ë ˆ:yBgVCq6hv46ukwShYCZCSjWYQXIJkE9qaahYUimSTzglCkx6OZBJWiGSQDgtngQaOQo=|Group:114

2016-06-24 09:26:16  Exceptio:“Ï≥£√Ë ˆ:yBgVCq6hv46ukwShYCZCSjWYQXIJkE9qaahYUimSTzglCkx6OZBJWiGSQDgtngQaOQo=|Group:114

2016-06-24 09:26:17  Exceptio:“Ï≥£√Ë ˆ:yBgVCq6hv46ukwShYCZCSjWYQXIJkE9qaahYUimSTzglCkx6OZBJWiGSQDgtngQaOQo=|Group:114

2016-06-24 09:26:17  Exceptio:“Ï≥£√Ë ˆ:yBgVCq6hv46ukwShYCZCSjWYQXIJkE9qaahYUimSTzglCkx6OZBJWiGSQDgtngQaOQo=|Group:114

2016-06-24 09:26:18  Exceptio:“Ï≥£√Ë ˆ:yBgVCq6hv46ukwShYCZCSjWYQXIJkE9qaahYUimSTzglCkx6OZBJWiGSQDgtngQaOQo=|Group:114

2016-06-24 09:26:19  Exceptio:“Ï≥£√Ë ˆ:yBgVCq6hv46ukwShYCZCSjWYQXIJkE9qaahYUimSTzglCkx6OZBJWiGSQDgtngQaOQo=|Group:114

2016-06-24 09:26:20  Exceptio:“Ï≥£√Ë ˆ:yBgVCq6hv46ukwShYCZCSjWYQXIJkE9qaahYUimSTzglCkx6OZBJWiGSQDgtngQaOQo=|Group:114

2016-06-24 09:26:20  Exceptio:“Ï≥£√Ë ˆ:MHBchsY07kG0vNZ3BKFgJkJCKYBMQjWWTnppqFhSKZJPODEKTHo5kElaIZJAOC2eBBolCg==|Group:114

2016-06-24 09:26:20  Exceptio:“Ï≥£√Ë ˆ:yBgVCq6hv46ukwShYCZCSjWYQXIJkE9qaahYUimSTzglCkx6OZBJWiGSQDgtngQaOQo=|Group:114

2016-06-24 09:26:21  Exceptio:“Ï≥£√Ë ˆ:yBgVCq6hv46ukwShYCZCSjWYQXIJkE9qaahYUimSTzglCkx6OZBJWiGSQDgtngQaOQo=|Group:114

