;地图 x y 名称 范围 数量 时间 集中刷几率(0~100) 刷新模式(0~1) 集中点X 集中点Y
代码  x     y     名称          范围  数量  时间
D422  200   200   僵尸5           180   150   8
D422  100   100   尸王            100   1     120
D422  100   100   尸王3           100   1     180

D422  200   200   僵尸10          180   1     100
D422  200   200   僵尸20          180   1     100
D422  200   200   僵尸40          180   1     100
D422  200   200   僵尸50          180   1     100 

3     380   410   羊              60    15    6
3     380   290   羊              60    10    6
3     160   250   猎鹰            30    3     7
3     500   125   猎鹰            40    1     7
3     150   230   盔甲虫          100   2     7
3     100   390   威思而小虫      50    4     7
3     320   150   盔甲虫          100   10    7
3     320   150   威思而小虫      30    2     7
3     416   200   盔甲虫          70    12    7
3     583   130   盔甲虫          70    15    7
3     500   140   多角虫          60    0     7
3     666   115   多角虫          60    15    7
3     500   140   巨型多角虫      500   6    60
3     790   100   狼              50    7     6
3     880   70    狼              50    5     6
3     880   370   狼              100   12    6
3     710   500   盔甲虫          120   20    7
3     710   625   沙虫            50    5     7
3     130   590   狼              100   12    6
3     333   560   狼              120   15    6
3     450   560   狼              120   15    6
3     333   560   虎蛇            150   10    6
3     500   140   猎鹰0           500   1     10
3     500   140   盔甲虫0         500   1     10
3     500   140   多角虫0         500   1     10
3     500   140   虎蛇0           500   1     10


D501  200   200   楔蛾            100   1     8
D501  100   300   楔蛾            100   1     8
D501  300   100   楔蛾            100   1     8
D501  100   100   楔蛾            100   1     8
D501  300   300   楔蛾            100   1     8
D501  200   200   角蝇            100   1     8
D501  100   300   楔蛾            100   1     8
D501  300   100   楔蛾            100   1     8
D501  100   100   楔蛾            100   1     8
D501  300   300   楔蛾            100   1     8
D501  200   200   大老鼠          100   1     8
D501  100   660   大老鼠          100   1     8
D501  660   100   大老鼠          100   1     8
D501  100   100   大老鼠          100   1     8
D501  660   660   大老鼠          100   1     8
D501  200   200   大老鼠0         200   1     20

D502  200   200   大老鼠          100   1     8
D502  100   300   大老鼠          100   1     8
D502  300   100   大老鼠          100   1     8
D502  100   100   大老鼠          100   1     8
D502  300   300   大老鼠          100   1     8
D502  200   200   角蝇            100   1     8
D502  100   300   楔蛾            100   1     8
D502  300   100   楔蛾            100   1     8
D502  100   100   大老鼠          100   1     8
D502  300   300   大老鼠          100   1     8
D502  200   200   楔蛾            100   1     8
D502  100   300   楔蛾            100   1     8
D502  300   100   楔蛾            100   1     8
D502  100   100   楔蛾            100   1     8
D502  300   300   楔蛾            100   1     8
D502  200   200   大老鼠0         200   1     20

D503  200   200   角蝇            100   1     8
D503  100   300   角蝇            100   1     8
D503  300   100   楔蛾            100   1     8
D503  100   100   楔蛾            100   1     8
D503  300   300   楔蛾            100   1     8
D503  200   200   祖玛弓箭手      100   1     8
D503  100   300   祖玛弓箭手      100   1     8
D503  300   100   祖玛弓箭手      100   1     8
D503  100   100   祖玛弓箭手      100   1     8
D503  300   300   祖玛弓箭手      100   1     8
D503  200   200   祖玛雕像        100   1     8
D503  100   300   祖玛雕像        100   1     8
D503  300   100   祖玛雕像        100   1     8
D503  100   100   祖玛雕像        100   1     8
D503  300   300   祖玛雕像        100   1     8
D503  200   200   祖玛卫士        100   1     8
D503  100   300   祖玛卫士        100   1     8
D503  100   300   祖玛卫士        100   1     60
D503  300   100   祖玛卫士        100   1     8
D503  100   100   祖玛卫士        100   1     8
D503  300   300   祖玛卫士        100   1     8
D503  200   200   楔蛾            100   1     8
D503  100   300   楔蛾            100   1     8
D503  300   100   楔蛾            100   1     8
D503  100   100   楔蛾            100   1     8
D503  300   300   楔蛾            100   1     8
D503  200   200   大老鼠          200   1     10
D503  200   200   祖玛弓箭手      200   1     20
D503  200   200   祖玛卫士        200   1     20
D503  200   200   祖玛雕像        200   1     20
D503  200   200   大老鼠0         200   1     20
D503  200   200   祖玛雕像        200   1     60
D503  200   200   祖玛卫士        200   1     60
D503  200   200   祖玛弓箭手      200   1     60

D504  200   200   祖玛弓箭手      180   1     8
D504  200   200   祖玛雕像        180   1     8
D504  200   200   祖玛卫士        180   1     8
D504  200   200   楔蛾            180   1     8
D504  200   200   角蝇            100   1     8
D504  100   300   角蝇            100   1     8
D504  300   100   楔蛾            100   1     8
D504  100   100   楔蛾            100   1     8
D504  300   300   楔蛾            100   1     8
D504  200   200   大老鼠          200   1    10
D504  200   200   祖玛弓箭手      200   1     20
D504  200   200   祖玛卫士        200   1     20
D504  200   200   祖玛卫士        200   1     60
D504  200   200   祖玛雕像        200   1     20
D504  200   200   大老鼠0         200   1     20
D504  200   200   祖玛雕像        200   1    60
D504  200   200   祖玛卫士        200   1     60
D504  200   200   祖玛弓箭手      200   1     60

D504  225   175   祖玛卫士        8     1     2     60
D504  225   175   祖玛卫士        8     1     120   50
D504  225   175   楔蛾            8     1     120   50
D504  225   175   祖玛弓箭手      8     1     120   50
D504  225   175   角蝇            8     1     120   50
D504  225   175   祖玛雕像        8     1     120   50
D505  100   100   祖玛弓箭手      100   1     10
D505  100   100   祖玛雕像        100   1     10
D505  100   100   祖玛卫士        100   1     10
D505  100   100   祖玛卫士        100   1     60
D505  100   100   楔蛾            100   1     10
D505  100   100   角蝇            100   1     10
D505  100   100   祖玛雕像        100   1     60
D505  100   100   祖玛卫士        100   1     60
D505  100   100   祖玛弓箭手      100   1     60
D505  100   100   祖玛弓箭手      100   1     20
D505  100   100   祖玛卫士        100   1     20
D505  100   100   祖玛雕像        100   1     20
D505  154   172   祖玛卫士        8     1     30   50
D505  154   172   祖玛卫士        8     1     30   50
D505  154   172   祖玛卫士        8     1     10   50
D505  154   172   楔蛾            8     1     30   50
D505  154   172   祖玛弓箭手      8     1     30   50
D505  154   172   角蝇            8     1     30   50
D505  154   172   祖玛雕像        8     1     30   50

D5061 11    13    祖玛雕像        2     1     3
D5061 11    13    祖玛弓箭手      2     1     3
D5061 11    13    祖玛卫士        2     1     3
D5061 11    13    楔蛾            2     1     5
D5061 11    13    角蝇            2     1     5
D5061 37    13    祖玛雕像        2     1     3
D5061 37    13    祖玛弓箭手      2     1     3
D5061 37    13    祖玛卫士        2     1     3
D5061 37    13    楔蛾            2     1     5
D5061 37    13    楔蛾            2     1     5
D5061 63    13    祖玛雕像        2     1     3
D5061 63    13    祖玛卫士        2     1     3
D5061 63    13    楔蛾            2     1     5
D5061 63    13    楔蛾            2     1     5
D5061 63    13    祖玛弓箭手      2     1     3
D5061 88    14    祖玛雕像        2     1     3
D5061 88    14    祖玛卫士        2     1     3
D5061 88    14    楔蛾            2     1     5
D5061 88    14    楔蛾            2     1     5
D5061 88    14    祖玛弓箭手      2     1     3
D5061 11    41    祖玛雕像        2     1     3
D5061 11    41    祖玛卫士        2     1     3
D5061 11    41    祖玛卫士        2     1     45
D5061 11    41    楔蛾            2     2     5
D5061 11    41    楔蛾            2     6     5
D5061 11    41    祖玛弓箭手      2     1     3
D5061 37    41    祖玛卫士        2     1     3
D5061 37    41    祖玛雕像        2     1     3
D5061 37    41    楔蛾            2     2     5
D5061 37    41    角蝇            2     1     5
D5061 37    41    祖玛卫士        2     1     3
D5061 63    41    祖玛雕像        2     1     3
D5061 63    41    楔蛾            2     2     5
D5061 63    41    楔蛾            2     1     5
D5061 63    41    祖玛弓箭手      2     1     3
D5061 63    41    祖玛卫士        2     1     3
D5061 89    41    祖玛雕像        2     1     3
D5061 89    41    祖玛卫士        2     1     3
D5061 89    41    楔蛾            2     2     5
D5061 89    41    楔蛾            2     1     5
D5061 89    41    祖玛弓箭手      2     1     3
D5061 12    74    祖玛雕像        2     1     3
D5061 12    74    祖玛卫士        2     1     3
D5061 12    74    楔蛾            2     2     5
D5061 12    74    楔蛾            2     1     5
D5061 12    74    祖玛弓箭手      2     1     3
D5061 37    73    祖玛雕像        2     1     3
D5061 37    73    祖玛卫士        2     1     3
D5061 37    73    楔蛾            2     2     5
D5061 37    73    楔蛾            2     1     5
D5061 37    73    祖玛弓箭手      2     1     3
D5061 63    73    祖玛雕像        2     1     3
D5061 63    73    祖玛卫士        2     1     3
D5061 63    73    楔蛾            2     2     5
D5061 63    73    角蝇            2     1     5
D5061 63    73    祖玛弓箭手      2     1     3
D5061 87    73    祖玛雕像        2     1     3
D5061 87    73    祖玛卫士        2     1     3
D5061 87    73    楔蛾            2     2     5
D5061 87    73    楔蛾            2     1     5
D5061 87    73    祖玛弓箭手      2     1     3
D5061 50    50    祖玛雕像       50    1     120
D5061 50    50    祖玛卫士       50    1     120
D5061 50    50    祖玛弓箭手     50    1     120

D5062 11    13    祖玛雕像        2     1     3
D5062 11    13    祖玛弓箭手      2     1     3
D5062 11    13    祖玛卫士        2     1     3
D5062 11    13    楔蛾            2     2     5
D5062 11    13    角蝇            2     1     5
D5062 37    13    祖玛雕像        2     1     3
D5062 37    13    祖玛弓箭手      2     1     3
D5062 37    13    祖玛卫士        2     1     3
D5062 37    13    楔蛾            2     2     5
D5062 37    13    楔蛾            2     8     5
D5062 63    13    祖玛雕像        2     1     3
D5062 63    13    祖玛卫士        2     1     3
D5062 63    13    楔蛾            2     2     5
D5062 63    13    楔蛾            2     2     5
D5062 63    13    祖玛弓箭手      2     1     3
D5062 88    14    祖玛雕像        2     1     3
D5062 88    14    祖玛卫士        2     1     3
D5062 88    14    楔蛾            2     2     5
D5062 88    14    楔蛾            2     6     5
D5062 88    14    祖玛弓箭手      2     1     3
D5062 11    41    祖玛雕像        2     1     3
D5062 11    41    祖玛卫士        2     1     3
D5062 11    41    祖玛卫士      2     1     45
D5062 11    41    楔蛾            2     2     5
D5062 11    41    角蝇            2     1     5
D5062 11    41    祖玛弓箭手      2     1     3
D5062 37    41    祖玛卫士        2     1     3
D5062 37    41    祖玛雕像        2     1     3
D5062 37    41    楔蛾            2     2     5
D5062 37    41    楔蛾            2     1     5
D5062 37    41    祖玛卫士        2     1     3
D5062 63    41    祖玛卫士        2     1     3
D5062 63    41    祖玛雕像        2     1     3
D5062 63    41    楔蛾            2     2     5
D5062 63    41    楔蛾            2     1     5
D5062 63    41    祖玛弓箭手      2     2     3
D5062 89    41    祖玛雕像        2     1     3
D5062 89    41    祖玛卫士        2     1     3
D5062 89    41    楔蛾            2     2     5
D5062 89    41    楔蛾            2     1     5
D5062 89    41    祖玛弓箭手      2     1     3
D5062 12    74    祖玛雕像        2     1     3
D5062 12    74    祖玛卫士        2     1     3
D5062 12    74    楔蛾            2     2     5
D5062 12    74    楔蛾            2     1     5
D5062 12    74    祖玛弓箭手      2     1     3
D5062 37    73    祖玛雕像        2     1     3
D5062 37    73    祖玛卫士        2     1     3
D5062 37    73    楔蛾            2     2     5
D5062 37    73    角蝇            2     1     5
D5062 37    73    祖玛弓箭手      2     1     3
D5062 63    73    祖玛雕像        2     1     3
D5062 63    73    祖玛卫士        2     1     3
D5062 63    73    楔蛾            2     2     5
D5062 63    73    楔蛾            2     1     5
D5062 63    73    祖玛弓箭手      2     1     3
D5062 87    73    祖玛雕像        2     1     3
D5062 87    73    祖玛卫士        2     1     3
D5062 87    73    楔蛾            2     2     5
D5062 87    73    楔蛾            2     1     5
D5062 87    73    祖玛弓箭手      2     2     3
D5062 50    50    祖玛雕像       50    1     120
D5062 50    50    祖玛卫士       50    1     120
D5062 50    50    祖玛弓箭手     50    1     120
D5063 11    13    祖玛雕像        2     1     3
D5063 11    13    祖玛弓箭手      2     1     3
D5063 11    13    祖玛卫士        2     1     3
D5063 11    13    楔蛾            2     2     5
D5063 11    13    楔蛾            2     1     5
D5063 37    13    祖玛雕像        2     1     3
D5063 37    13    祖玛弓箭手      2     1     3
D5063 37    13    祖玛卫士        2     1     3
D5063 37    13    楔蛾            2     2     5
D5063 37    13    楔蛾            2     1     5
D5063 63    13    祖玛雕像        2     1     3
D5063 63    13    祖玛卫士        2     1     3
D5063 63    13    楔蛾            2     2     5
D5063 63    13    楔蛾            2     1     5
D5063 63    13    祖玛弓箭手      2     1     3
D5063 88    14    祖玛雕像        2     1     3
D5063 88    14    祖玛卫士        2     1     3
D5063 88    14    楔蛾            2     2     5
D5063 88    14    楔蛾            2     1     5
D5063 88    14    祖玛弓箭手      2     1     3
D5063 11    41    祖玛雕像        2     1     3
D5063 11    41    祖玛卫士        2     1     3
D5063 11    41    楔蛾            2     2     5
D5063 11    41    楔蛾            2     1     5
D5063 11    41    祖玛弓箭手      2     1     3
D5063 37    41    祖玛卫士        2     1     3
D5063 37    41    祖玛雕像        2     1     3
D5063 37    41    楔蛾            2     2     5
D5063 37    41    角蝇            2     1     5
D5063 37    41    祖玛卫士        2     1     3
D5063 63    41    祖玛雕像        2     1     3
D5063 63    41    楔蛾            2     2     5
D5063 63    41    楔蛾            2     1     5
D5063 63    41    祖玛弓箭手      2     1     3
D5063 63    41    祖玛卫士        2     1     3
D5063 89    41    祖玛雕像        2     1     3
D5063 89    41    祖玛卫士        2     1     3
D5063 89    41    楔蛾            2     2     5
D5063 89    41    楔蛾            2     1     5
D5063 89    41    祖玛弓箭手      2     1     3
D5063 12    74    祖玛雕像        2     1     3
D5063 12    74    祖玛卫士        2     1     3
D5063 12    74    楔蛾            2     2     5
D5063 12    74    楔蛾            2     1     5
D5063 12    74    祖玛弓箭手      2     1     3
D5063 37    73    祖玛雕像        2     1     3
D5063 37    73    祖玛卫士        2     1     3
D5063 37    73    楔蛾            2     2     5
D5063 37    73    楔蛾            2     1     5
D5063 37    73    祖玛弓箭手      2     1     3
D5063 63    73    祖玛雕像        2     1     3
D5063 63    73    祖玛卫士        2     1     3
D5063 63    73    楔蛾            2     2     5
D5063 63    73    楔蛾            2     1     5
D5063 63    73    祖玛弓箭手      2     1     3
D5063 87    73    祖玛雕像        2     1     3
D5063 87    73    祖玛卫士        2     1     3
D5063 87    73    楔蛾            2     2     5
D5063 87    73    角蝇            2     1     5
D5063 87    73    祖玛弓箭手      2     1     3
D5063 50    50    祖玛雕像       50    1     120
D5063 50    50    祖玛卫士       50    1     120
D5063 50    50    祖玛弓箭手     50    1     120
D5064 11    13    祖玛雕像        2     1     3
D5064 11    13    祖玛弓箭手      2     1     3
D5064 11    13    祖玛卫士        2     1     3
D5064 11    13    楔蛾            2     2     5
D5064 11    13    楔蛾            2     1     5
D5064 37    13    祖玛雕像        2     1     3
D5064 37    13    祖玛弓箭手      2     1     3
D5064 37    13    祖玛卫士        2     1     3
D5064 37    13    楔蛾            2     2     5
D5064 37    13    楔蛾            2     1     5
D5064 63    13    祖玛雕像        2     1     3
D5064 63    13    祖玛卫士        2     1     3
D5064 63    13    祖玛卫士      2     1     45
D5064 63    13    楔蛾            2     2     5
D5064 63    13    楔蛾           2     1     5
D5064 63    13    祖玛弓箭手      2     1     3
D5064 88    14    祖玛雕像        2     1     3
D5064 88    14    祖玛卫士        2     1     3
D5064 88    14    楔蛾            2     2     5
D5064 88    14    角蝇            2     1     5
D5064 88    14    祖玛弓箭手      2     1     3
D5064 11    41    祖玛雕像        2     1     3
D5064 11    41    祖玛卫士        2     1     3
D5064 11    41    楔蛾            2     2     5
D5064 11    41    楔蛾            2     1     5
D5064 11    41    祖玛弓箭手      2     1     3
D5064 37    41    祖玛卫士        2     1     3
D5064 37    41    祖玛雕像        2     1     3
D5064 37    41    楔蛾            2     2     5
D5064 37    41    角蝇            2     1     5
D5064 37    41    祖玛卫士        2     1     3
D5064 63    41    祖玛雕像        2     1     3
D5064 63    41    楔蛾            2     2     5
D5064 63    41    楔蛾            2     1     5
D5064 63    41    祖玛弓箭手      2     1     3
D5064 63    41    祖玛卫士        2     1     3
D5064 89    41    祖玛雕像        2     1     3
D5064 89    41    祖玛卫士        2     1     3
D5064 89    41    楔蛾            2     2     5
D5064 89    41    楔蛾            2     1     5
D5064 89    41    祖玛弓箭手      2     1     3
D5064 12    74    祖玛雕像        2     1     3
D5064 12    74    祖玛卫士        2     1     3
D5064 12    74    楔蛾            2     2     5
D5064 12    74    楔蛾            2     1     5
D5064 12    74    祖玛弓箭手      2     1     3
D5064 37    73    祖玛雕像        2     1     3
D5064 37    73    祖玛卫士        2     1     3
D5064 37    73    楔蛾            2     2     5
D5064 37    73    角蝇            2     1     5
D5064 37    73    祖玛弓箭手      2     1     3
D5064 63    73    祖玛雕像        2     1     3
D5064 63    73    祖玛卫士        2     1     3
D5064 63    73    楔蛾            2     2     5
D5064 63    73    楔蛾            2     1     5
D5064 63    73    祖玛弓箭手      2     1     3
D5064 87    73    祖玛雕像        2     1     3
D5064 87    73    祖玛卫士        2     1     3
D5064 87    73    楔蛾            2     2     5
D5064 87    73    角蝇            2     1     5
D5064 87    73    祖玛弓箭手      2     1     3
D5064 50    50    祖玛雕像       50    1     120
D5064 50    50    祖玛卫士       50    1     120
D5064 50    50    祖玛弓箭手     50    1     120

D5065 11    13    祖玛雕像        2     1     3
D5065 11    13    祖玛弓箭手      2     1     3
D5065 11    13    祖玛卫士        2     1     3
D5065 11    13    楔蛾            2     2     5
D5065 11    13    楔蛾            2     1     5
D5065 37    13    祖玛雕像        2     1     3
D5065 37    13    祖玛弓箭手      2     1     3
D5065 37    13    祖玛卫士        2     1     3
D5065 37    13    楔蛾            2     2     5
D5065 37    13    角蝇            2     1     5
D5065 63    13    祖玛雕像        2     1     3
D5065 63    13    祖玛卫士        2     1     3
D5065 63    13    楔蛾            2     2     5
D5065 63    13    楔蛾            2     1     5
D5065 63    13    祖玛弓箭手      2     1     3
D5065 88    14    祖玛雕像        2     1     3
D5065 88    14    祖玛卫士        2     1     3
D5065 88    14    楔蛾            2     2     5
D5065 88    14    角蝇            2     1     5
D5065 88    14    祖玛弓箭手      2     1     3
D5065 11    41    祖玛雕像        2     1     3
D5065 11    41    祖玛卫士        2     1     3
D5065 11    41    楔蛾            2     2     5
D5065 11    41    楔蛾            2     1     5
D5065 11    41    祖玛弓箭手      2     1     3
D5065 37    41    祖玛卫士        2     1     3
D5065 37    41    祖玛卫士      2     1     45
D5065 37    41    祖玛雕像        2     1     3
D5065 37    41    楔蛾            2     2     5
D5065 37    41    楔蛾            2     1     5
D5065 37    41    祖玛卫士        2     1     3
D5065 89    41    祖玛雕像        2     1     3
D5065 63    41    祖玛卫士        2     1     3
D5065 89    41    祖玛卫士        2     1     3
D5065 89    41    楔蛾            2     2     5
D5065 89    41    角蝇            2     1     5
D5065 89    41    祖玛弓箭手      2     1     3
D5065 12    74    祖玛雕像        2     1     3
D5065 12    74    祖玛卫士        2     1     3
D5065 12    74    楔蛾            2     2     5
D5065 12    74    楔蛾            2     1     5
D5065 12    74    祖玛弓箭手      2     1     3
D5065 37    73    祖玛雕像        2     1     3
D5065 37    73    祖玛卫士        2     1     3
D5065 37    73    楔蛾            2     2     5
D5065 37    73    楔蛾            2     1     5
D5065 37    73    祖玛弓箭手      2     1     3
D5065 63    73    祖玛雕像        2     1     3
D5065 63    73    祖玛卫士        2     1     3
D5065 63    73    楔蛾            2     2     5
D5065 63    73    角蝇            2     1     5
D5065 63    73    祖玛弓箭手      2     1     3
D5065 87    73    祖玛雕像        2     1     3
D5065 87    73    祖玛卫士        2     1     3
D5065 87    73    楔蛾            2     2     5
D5065 87    73    楔蛾            2     1     5
D5065 87    73    祖玛弓箭手      2     1     3
D5065 50    50    祖玛雕像       50    1     120
D5065 50    50    祖玛卫士       50    1     120
D5065 50    50    祖玛弓箭手     50    1     120

D5066 11    13    祖玛雕像        2     1     3
D5066 11    13    祖玛弓箭手      2     1     3
D5066 11    13    祖玛卫士        2     1     3
D5066 11    13    楔蛾            2     2     5
D5066 11    13    楔蛾            2     1     5
D5066 37    13    祖玛雕像        2     1     3
D5066 37    13    祖玛弓箭手      2     1     3
D5066 37    13    祖玛卫士        2     1     3
D5066 37    13    楔蛾            2     2     5
D5066 37    13    楔蛾            2     1     5
D5066 63    13    祖玛雕像        2     1     3
D5066 63    13    祖玛卫士        2     1     3
D5066 63    13    楔蛾            2     2     5
D5066 63    13    角蝇            2     1     5
D5066 63    13    祖玛弓箭手      2     1     3
D5066 88    14    祖玛雕像        2     1     3
D5066 88    14    祖玛卫士        2     1     3
D5066 88    14    楔蛾            2     2     5
D5066 88    14    角蝇            2     1     5
D5066 88    14    祖玛弓箭手      2     1     3
D5066 11    41    祖玛雕像        2     1     3
D5066 11    41    祖玛卫士        2     1     3
D5066 11    41    楔蛾            2     2     5
D5066 11    41    楔蛾            2     1     5
D5066 11    41    祖玛弓箭手      2     1     3
D5066 37    41    祖玛卫士        2     1     3
D5066 37    41    祖玛雕像        2     1     3
D5066 37    41    楔蛾            2     2     5
D5066 37    41    楔蛾            2     1     5
D5066 37    41    祖玛卫士        2     1     3
D5066 63    41    祖玛雕像        2     1     3
D5066 63    41    楔蛾            2     2     5
D5066 63    41    楔蛾            2     1     5
D5066 63    41    祖玛弓箭手      2     1     3
D5066 89    41    祖玛雕像        2     1     3
D5066 63    41    祖玛卫士        2     1     3
D5066 89    41    祖玛卫士        2     1     3
D5066 89    41    楔蛾            2     2     5
D5066 89    41    角蝇            2     1     5
D5066 89    41    祖玛弓箭手      2     1     3
D5066 12    74    祖玛雕像        2     1     3
D5066 12    74    祖玛卫士        2     1     3
D5066 12    74    祖玛卫士      2     1     45
D5066 12    74    楔蛾            2     2     5
D5066 12    74    楔蛾            2     1     5
D5066 12    74    祖玛弓箭手      2     1     3
D5066 37    73    祖玛雕像        2     1     3
D5066 37    73    祖玛卫士        2     1     3
D5066 37    73    楔蛾            2     2     5
D5066 37    73    角蝇            2     1     5
D5066 37    73    祖玛弓箭手      2     1     3
D5066 63    73    祖玛雕像        2     1     3
D5066 63    73    祖玛卫士        2     1     3
D5066 63    73    楔蛾            2     2     5
D5066 63    73    楔蛾            2     1     5
D5066 63    73    祖玛弓箭手      2     1     3
D5066 87    73    祖玛雕像        2     1     3
D5066 87    73    祖玛卫士        2     1     3
D5066 87    73    楔蛾            2     2     5
D5066 87    73    角蝇            2     1     5
D5066 87    73    祖玛弓箭手      2     1     3
D5066 50    50    祖玛雕像       50    1     120
D5066 50    50    祖玛卫士       50    1     120
D5066 50    50    祖玛弓箭手     50    1     120

D5067 11    13    祖玛雕像        2     1     3
D5067 11    13    祖玛弓箭手      2     1     3
D5067 11    13    祖玛卫士        2     1     3
D5067 11    13    楔蛾            2     2     5
D5067 11    13    楔蛾            2     1     5
D5067 37    13    祖玛雕像        2     1     3
D5067 37    13    祖玛弓箭手      2     1     3
D5067 37    13    祖玛卫士        2     1     3
D5067 37    13    楔蛾            2     2     5
D5067 37    13    楔蛾            2     1     5
D5067 63    13    祖玛雕像        2     1     3
D5067 63    13    祖玛卫士        2     1     3
D5067 63    13    楔蛾            2     2     5
D5067 63    13    楔蛾            2     1     5
D5067 63    13    祖玛弓箭手      2     1     3
D5067 88    14    祖玛雕像        2     1     3
D5067 88    14    祖玛卫士        2     1     3
D5067 88    14    楔蛾            2     2     5
D5067 88    14    角蝇            2     1     5
D5067 88    14    祖玛弓箭手      2     1     3
D5067 11    41    祖玛雕像        2     1     3
D5067 11    41    祖玛卫士        2     1     3
D5067 11    41    楔蛾            2     2     5
D5067 11    41    角蝇            2     1     5
D5067 11    41    祖玛弓箭手      2     1     3
D5067 37    41    祖玛卫士        2     1     3
D5067 37    41    祖玛雕像        2     1     3
D5067 37    41    楔蛾            2     2     5
D5067 37    41    角蝇            2     1     5
D5067 37    41    祖玛卫士        2     1     3
D5067 63    41    祖玛雕像        2     1     3
D5067 63    41    楔蛾            2     2     5
D5067 63    41    角蝇            2     1     5
D5067 63    41    祖玛弓箭手      2     1     3
D5067 89    41    祖玛雕像        2     1     3
D5067 63    41    祖玛卫士        2     1     3
D5066 12    74    祖玛卫士        2     1     3
D5066 12    74    祖玛卫士      2     1     45
D5067 89    41    楔蛾            2     2     5
D5067 89    41    角蝇            2     1     5
D5067 89    41    祖玛弓箭手      2     1     3
D5067 12    74    祖玛雕像        2     1     3
D5067 12    74    祖玛卫士        2     1     3
D5067 12    74    楔蛾            2     2     5
D5067 12    74    角蝇            2     1     5
D5067 12    74    祖玛弓箭手      2     1     3
D5067 37    73    祖玛雕像        2     1     3
D5067 37    73    祖玛卫士        2     1     3
D5067 37    73    楔蛾            2     2     5
D5067 37    73    角蝇            2     1     5
D5067 37    73    祖玛弓箭手      2     1     3
D5067 63    73    祖玛雕像        2     1     3
D5067 63    73    祖玛卫士        2     1     3
D5067 63    73    楔蛾            2     2     5
D5067 63    73    角蝇            2     1     5
D5067 63    73    祖玛弓箭手      2     1     3
D5067 87    73    祖玛雕像        2     1     3
D5067 87    73    祖玛卫士        2     1     3
D5067 87    73    楔蛾            2     2     5
D5067 87    73    角蝇            2     1     5
D5067 87    73    祖玛弓箭手      2     1     3
D5067 50    50    祖玛雕像0       50    1     120
D5067 50    50    祖玛卫士0       50    1     120
D5067 50    50    祖玛弓箭手0     50    1     120
D5068 11    13    祖玛雕像        2     1     3
D5068 11    13    祖玛弓箭手      2     1     3
D5068 11    13    祖玛卫士        2     1     3
D5068 11    13    楔蛾            2     2     5
D5068 11    13    角蝇            2     1     5
D5068 37    13    祖玛雕像        2     1     3
D5068 37    13    祖玛弓箭手      2     1     3
D5068 37    13    祖玛卫士        2     1     3
D5068 37    13    楔蛾            2     2     5
D5068 37    13    角蝇            2     1     5
D5068 63    13    祖玛雕像        2     1     3
D5068 63    13    祖玛卫士        2     1     3
D5068 63    13    楔蛾            2     2     5
D5068 63    13    角蝇            2     1     5
D5068 63    13    祖玛弓箭手      2     1     3
D5068 88    14    祖玛雕像        2     1     3
D5068 88    14    祖玛卫士        2     1     3
D5068 88    14    楔蛾            2     2     5
D5068 88    14    角蝇            2     1     5
D5068 88    14    祖玛弓箭手      2     1     3
D5068 11    41    祖玛雕像        2     1     3
D5068 11    41    祖玛卫士        2     1     3
D5068 11    41    楔蛾            2     2     5
D5068 11    41    角蝇            2     1     5
D5068 11    41    祖玛弓箭手      2     1     3
D5068 37    41    祖玛卫士        2     1     3
D5068 37    41    祖玛雕像        2     1     3
D5068 37    41    楔蛾            2     2     5
D5068 37    41    角蝇            2     1     5
D5068 37    41    祖玛卫士        2     1     3
D5068 63    41    祖玛雕像        2     1     3
D5068 63    41    楔蛾            2     2     5
D5068 63    41    角蝇            2     1     5
D5068 63    41    祖玛弓箭手      2     1     3
D5068 89    41    祖玛雕像        2     1     3
D5068 63    41    祖玛卫士        2     1     3
D5068 89    41    祖玛卫士        2     1     3
D5068 89    41    楔蛾            2     2     5
D5068 89    41    角蝇            2     1     5
D5068 89    41    祖玛弓箭手      2     1     3
D5068 12    74    祖玛雕像        2     1     3
D5068 12    74    祖玛卫士        2     1     3
D5068 12    74    楔蛾            2     2     5
D5068 12    74    角蝇            2     1     5
D5068 12    74    祖玛弓箭手      2     1     3
D5068 37    73    祖玛雕像        2     1     3
D5068 37    73    祖玛卫士        2     1     3
D5068 37    73    楔蛾            2     2     5
D5068 37    73    角蝇            2     1     5
D5068 37    73    祖玛弓箭手      2     1     3
D5068 63    73    祖玛雕像        2     1     3
D5068 63    73    祖玛卫士        2     1     3
D5068 63    73    楔蛾            2     2     5
D5068 63    73    角蝇            2     1     5
D5068 63    73    祖玛弓箭手      2     1     3
D5068 87    73    祖玛雕像        2     1     3
D5068 87    73    祖玛卫士        2     1     3
D5068 87    73    楔蛾            2     2     5
D5068 87    73    角蝇            2     1     5
D5068 87    73    祖玛弓箭手      2     1     3
D5068 50    50    祖玛雕像0       50    1     120
D5068 50    50    祖玛卫士0       50    1     120
D5068 50    50    祖玛弓箭手0     50    1     120
D5069 11    13    祖玛雕像        2     1     3
D5069 11    13    祖玛弓箭手      2     1     3
D5069 11    13    祖玛卫士        2     1     3
D5069 11    13    楔蛾            2     2     5
D5069 11    13    角蝇            2     1     5
D5069 37    13    祖玛雕像        2     1     3
D5069 37    13    祖玛弓箭手      2     1     3
D5069 37    13    祖玛卫士        2     1     3
D5069 37    13    楔蛾            2     2     5
