;地图 x y 名称 范围 数量 时间 集中刷几率(0~100) 刷新模式(0~1) 集中点X 集中点Y
;代码	X	Y	名称	范围	数量	时间
H008A	30	25	魔龙教主	10	1	120
H008A	30	25	暗之牛魔王	10	1	60
H008A	30	25	地藏王	10	1	60
H008A	30	25	月魔蜘蛛	10	10	30
H008A1  20      22      半兽人7         100     200     1
H008A2  20      22      半兽人7         100     200     1
H008A3  20      22      半兽人7         100     200     1
H008A4  20      22      半兽人7         100     200     1
H008A5  20      22      半兽人7         100     200     1
H008A6  20      22      半兽人7         100     200     1
;======================================================================


;沃玛寺庙一层
D022	250	250	粪虫	250	120	9
D022	250	250	沃玛战士	250	140	9
D022	250	250	沃玛勇士	250	90	9
D022	250	250	沃玛战将	250	90	9
D022	250	250	火焰沃玛	250	60	9
D022	200	200	沃玛卫士	200	2	120
D022	250	250	山洞蝙蝠	250	10	9
D022	250	250	山洞蝙蝠	250	10	9
D022	250	250	山洞蝙蝠	250	10	9
D022	250	250	山洞蝙蝠	250	10	9
D022	250	250	山洞蝙蝠	250	10	9
D022	250	250	山洞蝙蝠	250	10	9
D022	250	250	山洞蝙蝠	250	10	9
D022	250	250	山洞蝙蝠	250	10	9
;特殊
D022	250	250	沃玛战士0	250	2	10
D022	250	250	沃玛勇士0	250	2	10
D022	250	250	沃玛战将0	250	2	10	
D022	250	250	火焰沃玛0	250	2	10
D022	250	250	山洞蝙蝠0	250	2	10
D022	250	250	山洞蝙蝠0	250	2	10


;沃玛寺庙二层
D023	200	200	暗黑战士	200	100	9
D023	200	200	粪虫	200	60	9
D023	200	200	沃玛战士	200	80	9
D023	200	200	沃玛勇士	200	120	9
D023	200	200	沃玛战将	200	120	9
D023	200	200	火焰沃玛	200	80	9
D023	200	200	沃玛卫士	200	2	60
D023	200	200	山洞蝙蝠	200	20	9
D023	200	200	山洞蝙蝠	200	20	9
D023	200	200	山洞蝙蝠	200	20	9
D023	200	200	山洞蝙蝠	200	30	9
;特殊
D023	200	200	暗黑战士0	200	2	10
D023	200	200	沃玛战士0	200	2	10
D023	200	200	沃玛勇士0	200	2	10
D023	200	200	沃玛战将0	200	2	10
D023	200	200	火焰沃玛0	200	2	10
D023	200	200	山洞蝙蝠0	200	2	10


;沃玛寺庙大殿
D024	40	40	沃玛勇士	20	8	5
D024	40	40	沃玛战将	20	8	5
D024	40	40	火焰沃玛	20	8	5
D024	40	40	暗黑战士	20	8	5
D024	50	50	沃玛勇士	20	8	5
D024	50	50	沃玛战将	20	8	5
D024	50	50	火焰沃玛	20	8	5
D024	50	50	暗黑战士	20	8	5
D024	60	60	沃玛勇士	20	8	5
D024	60	60	沃玛战将	20	8	5
D024	60	60	火焰沃玛	20	8	5
D024	60	60	暗黑战士	20	8	5
D024	40	50	沃玛勇士	20	8	5
D024	40	50	沃玛战将	20	8	5
D024	40	50	火焰沃玛	20	8	5
D024	40	50	暗黑战士	20	8	5
D024	50	40	沃玛勇士	20	8	5
D024	50	40	沃玛战将	20	8	5
D024	50	40	火焰沃玛	20	8	5
D024	50	40	暗黑战士	20	8	5
D024	60	50	沃玛勇士	20	8	5
D024	60	50	沃玛战将	20	8	5
D024	60	50	火焰沃玛	20	8	5
D024	60	50	暗黑战士	20	8	5
D024	50	60	沃玛勇士	20	8	5
D024	50	60	沃玛战将	20	8	5
D024	50	60	火焰沃玛	20	8	5
D024	50	60	暗黑战士	20	8	5
D024	83	84	沃玛勇士	5	15	5
D024	83	84	沃玛战将	5	15	5
D024	83	84	火焰沃玛	5	15	5
D024	83	84	暗黑战士	5	15	5
D024	20	21	沃玛勇士	5	15	5
D024	20	21	沃玛战将	5	15	5
D024	20	21	火焰沃玛	5	15	5
D024	20	21	暗黑战士	5	15	5
;特殊
D024	42	49	暗黑战士0	30	2	10
D024	42	49	沃玛勇士0	30	2	15
D024	42	49	沃玛战将0	30	2	15
D024	42	49	火焰沃玛0	30	2	15
D024	50	50	沃玛卫士	30	1	60
D024	50	50	沃玛教主	20	1	120
D024	50	50	魔龙教主	20	1	60
D024	50	50      暗之魔龙教主	20	1	120








;祖玛阁
D5061	11	13	祖玛雕像	2	1	3
D5061	11	13	祖玛弓箭手	2	1	3
D5061	11	13	祖玛卫士	2	1	3
D5061	11	13	楔蛾	2	2	5
D5061	11	13	角蝇	2	1	5
D5061	37	13	祖玛雕像	2	1	37
D5061	37	13	祖玛弓箭手	2	1	3
D5061	37	13	祖玛卫士	2	1	3
D5061	37	13	楔蛾	2	2	5
D5061	37	13	角蝇	2	1	5
D5061	63	13	祖玛雕像	2	1	3
D5061	63	13	祖玛卫士	2	1	3
D5061	63	13	楔蛾	2	2	5
D5061	63	13	角蝇	2	1	5
D5061	63	13	祖玛弓箭手	2	1	3
D5061	88	14	祖玛雕像	2	1	3
D5061	88	14	祖玛卫士	2	1	3
D5061	88	14	楔蛾	2	2	5
D5061	88	14	角蝇	2	1	5
D5061	88	14	祖玛弓箭手	2	1	3
D5061	11	41	祖玛雕像	2	1	3
D5061	11	41	祖玛卫士	2	1	3
D5061	11	41	楔蛾	2	2	5
D5061	11	41	角蝇	2	1	5
D5061	11	41	祖玛弓箭手	2	1	3
D5061	37	41	祖玛卫士	2	1	3
D5061	37	41	祖玛雕像	2	1	3
D5061	37	41	楔蛾	2	2	5
D5061	37	41	角蝇	2	1	5
D5061	37	41	祖玛卫士	2	1	3
D5061	63	41	祖玛雕像	2	1	3
D5061	63	41	楔蛾	2	2	5
D5061	63	41	角蝇	2	1	5
D5061	63	41	祖玛弓箭手	2	1	3
D5061	63	41	祖玛卫士	2	1	3
D5061	89	41	祖玛雕像	2	1	3
D5061	89	41	祖玛卫士	2	1	3
D5061	89	41	楔蛾	2	2	5
D5061	89	41	角蝇	2	1	5
D5061	89	41	祖玛弓箭手	2	1	3
D5061	12	74	祖玛雕像	2	1	3
D5061	12	74	祖玛卫士	2	1	3
D5061	12	74	楔蛾	2	2	5
D5061	12	74	角蝇	2	1	5
D5061	12	74	祖玛弓箭手	2	1	3
D5061	37	73	祖玛雕像	2	1	3
D5061	37	73	祖玛卫士	2	1	3
D5061	37	73	楔蛾	2	2	5
D5061	37	73	角蝇	2	1	5
D5061	37	73	祖玛弓箭手	2	1	3
D5061	63	73	祖玛雕像	2	1	3
D5061	63	73	祖玛卫士	2	1	3
D5061	63	73	楔蛾	2	2	5
D5061	63	73	角蝇	2	1	5
D5061	63	73	祖玛弓箭手	2	1	3
D5061	87	73	祖玛雕像	2	1	3
D5061	87	73	祖玛卫士	2	1	3
D5061	87	73	楔蛾	2	2	5
D5061	87	73	角蝇	2	1	5
D5061	87	73	祖玛弓箭手	2	1	3
;特殊
D5061	50	50	祖玛雕像0	50	2	60
D5061	50	50	祖玛卫士0	50	2	60
D5061	50	50	祖玛弓箭手0	50	2	60

D5062	11	13	祖玛雕像	2	1	3
D5062	11	13	祖玛弓箭手	2	1	3
D5062	11	13	祖玛卫士	2	1	3
D5062	11	13	楔蛾	2	2	5
D5062	11	13	角蝇	2	1	5
D5062	37	13	祖玛雕像	2	1	3
D5062	37	13	祖玛弓箭手	2	1	3
D5062	37	13	祖玛卫士	2	1	3
D5062	37	13	楔蛾	2	2	5
D5062	37	13	角蝇	2	1	5
D5062	63	13	祖玛雕像	2	1	3
D5062	63	13	祖玛卫士	2	1	3
D5062	63	13	楔蛾	2	2	5
D5062	63	13	角蝇	2	1	5
D5062	63	13	祖玛弓箭手	2	1	3
D5062	88	14	祖玛雕像	2	1	3
D5062	88	14	祖玛卫士	2	1	3
D5062	88	14	楔蛾	2	2	5
D5062	88	14	角蝇	2	1	5
D5062	88	14	祖玛弓箭手	2	1	3
D5062	11	41	祖玛雕像	2	1	3
D5062	11	41	祖玛卫士	2	1	3
D5062	11	41	楔蛾	2	2	5
D5062	11	41	角蝇	2	1	5
D5062	11	41	祖玛弓箭手	2	1	3
D5062	37	41	祖玛卫士	2	1	3
D5062	37	41	祖玛雕像	2	1	3
D5062	37	41	楔蛾	2	2	5
D5062	37	41	角蝇	2	1	5
D5062	37	41	祖玛卫士	2	1	3
D5062	63	41	祖玛卫士	2	1	3
D5062	63	41	祖玛雕像	2	1	3
D5062	63	41	楔蛾	2	2	5
D5062	63	41	角蝇	2	1	5
D5062	63	41	祖玛弓箭手	2	2	3
D5062	89	41	祖玛雕像	2	1	3
D5062	89	41	祖玛卫士	2	1	3
D5062	89	41	楔蛾	2	2	5
D5062	89	41	角蝇	2	1	5
D5062	89	41	祖玛弓箭手	2	1	3
D5062	12	74	祖玛雕像	2	1	3
D5062	12	74	祖玛卫士	2	1	3
D5062	12	74	楔蛾	2	2	5
D5062	12	74	角蝇	2	1	5
D5062	12	74	祖玛弓箭手	2	1	3
D5062	37	73	祖玛雕像	2	1	3
D5062	37	73	祖玛卫士	2	1	3
D5062	37	73	楔蛾	2	2	5
D5062	37	73	角蝇	2	1	5
D5062	37	73	祖玛弓箭手	2	1	3
D5062	63	73	祖玛雕像	2	1	3
D5062	63	73	祖玛卫士	2	1	3
D5062	63	73	楔蛾	2	2	5
D5062	63	73	角蝇	2	1	5
D5062	63	73	祖玛弓箭手	2	1	3
D5062	87	73	祖玛雕像	2	1	3
D5062	87	73	祖玛卫士	2	1	3
D5062	87	73	楔蛾	2	2	5
D5062	87	73	角蝇	2	1	5
D5062	87	73	祖玛弓箭手	2	2	3
;特殊
D5062	50	50	祖玛雕像0	50	2	60
D5062	50	50	祖玛卫士0	50	2	60
D5062	50	50	祖玛弓箭手0	50	2	60

D5063	11	13	祖玛雕像	2	1	3
D5063	11	13	祖玛弓箭手	2	1	3
D5063	11	13	祖玛卫士	2	1	3
D5063	11	13	楔蛾	2	2	5
D5063	11	13	角蝇	2	1	5
D5063	37	13	祖玛雕像	2	1	3
D5063	37	13	祖玛弓箭手	2	1	3
D5063	37	13	祖玛卫士	2	1	3
D5063	37	13	楔蛾	2	2	5
D5063	37	13	角蝇	2	1	5
D5063	63	13	祖玛雕像	2	1	3
D5063	63	13	祖玛卫士	2	1	3
D5063	63	13	楔蛾	2	2	5
D5063	63	13	角蝇	2	1	5
D5063	63	13	祖玛弓箭手	2	1	3
D5063	88	14	祖玛雕像	2	1	3
D5063	88	14	祖玛卫士	2	1	3
D5063	88	14	楔蛾	2	2	5
D5063	88	14	角蝇	2	1	5
D5063	88	14	祖玛弓箭手	2	1	3
D5063	11	41	祖玛雕像	2	1	3
D5063	11	41	祖玛卫士	2	1	3
D5063	11	41	楔蛾	2	2	5
D5063	11	41	角蝇	2	1	5
D5063	11	41	祖玛弓箭手	2	1	3
D5063	37	41	祖玛卫士	2	1	3
D5063	37	41	祖玛雕像	2	1	3
D5063	37	41	楔蛾	2	2	5
D5063	37	41	角蝇	2	1	5
D5063	37	41	祖玛卫士	2	1	3
D5063	63	41	祖玛雕像	2	1	3
D5063	63	41	楔蛾	2	2	5
D5063	63	41	角蝇	2	1	5
D5063	63	41	祖玛弓箭手	2	1	3
D5063	63	41	祖玛卫士	2	1	3
D5063	89	41	祖玛雕像	2	1	3
D5063	89	41	祖玛卫士	2	1	3
D5063	89	41	楔蛾	2	2	5
D5063	89	41	角蝇	2	1	5
D5063	89	41	祖玛弓箭手	2	1	3
D5063	12	74	祖玛雕像	2	1	3
D5063	12	74	祖玛卫士	2	1	3
D5063	12	74	楔蛾	2	2	5
D5063	12	74	角蝇	2	1	5
D5063	12	74	祖玛弓箭手	2	1	3
D5063	37	73	祖玛雕像	2	1	3
D5063	37	73	祖玛卫士	2	1	3
D5063	37	73	楔蛾	2	2	5
D5063	37	73	角蝇	2	1	5
D5063	37	73	祖玛弓箭手	2	1	3
D5063	63	73	祖玛雕像	2	1	3
D5063	63	73	祖玛卫士	2	1	3
D5063	63	73	楔蛾	2	2	5
D5063	63	73	角蝇	2	1	5
D5063	63	73	祖玛弓箭手	2	1	3
D5063	87	73	祖玛雕像	2	1	3
D5063	87	73	祖玛卫士	2	1	3
D5063	87	73	楔蛾	2	2	5
D5063	87	73	角蝇	2	1	5
D5063	87	73	祖玛弓箭手	2	1	3
;特殊
D5063	50	50	祖玛雕像0	50	2	60
D5063	50	50	祖玛卫士0	50	2	60
D5063	50	50	祖玛弓箭手0	50	2	60

D5064	11	13	祖玛雕像	2	1	3
D5064	11	13	祖玛弓箭手	2	1	3
D5064	11	13	祖玛卫士	2	1	3
D5064	11	13	楔蛾	2	2	5
D5064	11	13	角蝇	2	1	5
D5064	37	13	祖玛雕像	2	1	3
D5064	37	13	祖玛弓箭手	2	1	3
D5064	37	13	祖玛卫士	2	1	3
D5064	37	13	楔蛾	2	2	5
D5064	37	13	角蝇	2	1	5
D5064	63	13	祖玛雕像	2	1	3
D5064	63	13	祖玛卫士	2	1	3
D5064	63	13	楔蛾	2	2	5
D5064	63	13	角蝇	2	1	5
D5064	63	13	祖玛弓箭手	2	1	3
D5064	88	14	祖玛雕像	2	1	3
D5064	88	14	祖玛卫士	2	1	3
D5064	88	14	楔蛾	2	2	5
D5064	88	14	角蝇	2	1	5
D5064	88	14	祖玛弓箭手	2	1	3
D5064	11	41	祖玛雕像	2	1	3
D5064	11	41	祖玛卫士	2	1	3
D5064	11	41	楔蛾	2	2	5
D5064	11	41	角蝇	2	1	5
D5064	11	41	祖玛弓箭手	2	1	3
D5064	37	41	祖玛卫士	2	1	3
D5064	37	41	祖玛雕像	2	1	3
D5064	37	41	楔蛾	2	2	5
D5064	37	41	角蝇	2	1	5
D5064	37	41	祖玛卫士	2	1	3
D5064	63	41	祖玛雕像	2	1	3
D5064	63	41	楔蛾	2	2	5
D5064	63	41	角蝇	2	1	5
D5064	63	41	祖玛弓箭手	2	1	3
D5064	63	41	祖玛卫士	2	1	3
D5064	89	41	祖玛雕像	2	1	3
D5064	89	41	祖玛卫士	2	1	3
D5064	89	41	楔蛾	2	2	5
D5064	89	41	角蝇	2	1	5
D5064	89	41	祖玛弓箭手	2	1	3
D5064	12	74	祖玛雕像	2	1	3
D5064	12	74	祖玛卫士	2	1	3
D5064	12	74	楔蛾	2	2	5
D5064	12	74	角蝇	2	1	5
D5064	12	74	祖玛弓箭手	2	1	3
D5064	37	73	祖玛雕像	2	1	3
D5064	37	73	祖玛卫士	2	1	3
D5064	37	73	楔蛾	2	2	5
D5064	37	73	角蝇	2	1	5
D5064	37	73	祖玛弓箭手	2	1	3
D5064	63	73	祖玛雕像	2	1	3
D5064	63	73	祖玛卫士	2	1	3
D5064	63	73	楔蛾	2	2	5
D5064	63	73	角蝇	2	1	5
D5064	63	73	祖玛弓箭手	2	1	3
D5064	87	73	祖玛雕像	2	1	3
D5064	87	73	祖玛卫士	2	1	3
D5064	87	73	楔蛾	2	2	5
D5064	87	73	角蝇	2	1	5
D5064	87	73	祖玛弓箭手	2	1	3
;特殊
D5064	50	50	祖玛雕像0	50	2	60
D5064	50	50	祖玛卫士0	50	2	60
D5064	50	50	祖玛弓箭手0	50	2	60

D5065	11	13	祖玛雕像	2	1	3
D5065	11	13	祖玛弓箭手	2	1	3
D5065	11	13	祖玛卫士	2	1	3
D5065	11	13	楔蛾	2	2	5
D5065	11	13	角蝇	2	1	5
D5065	37	13	祖玛雕像	2	1	3
D5065	37	13	祖玛弓箭手	2	1	3
D5065	37	13	祖玛卫士	2	1	3
D5065	37	13	楔蛾	2	2	5
D5065	37	13	角蝇	2	1	5
D5065	63	13	祖玛雕像	2	1	3
D5065	63	13	祖玛卫士	2	1	3
D5065	63	13	楔蛾	2	2	5
D5065	63	13	角蝇	2	1	5
D5065	63	13	祖玛弓箭手	2	1	3
D5065	88	14	祖玛雕像	2	1	3
D5065	88	14	祖玛卫士	2	1	3
D5065	88	14	楔蛾	2	2	5
D5065	88	14	角蝇	2	1	5
D5065	88	14	祖玛弓箭手	2	1	3
D5065	11	41	祖玛雕像	2	1	3
D5065	11	41	祖玛卫士	2	1	3
D5065	11	41	楔蛾	2	2	5
D5065	11	41	角蝇	2	1	5
D5065	11	41	祖玛弓箭手	2	1	3
D5065	37	41	祖玛卫士	2	1	3
D5065	37	41	祖玛雕像	2	1	3
D5065	37	41	楔蛾	2	2	5
D5065	37	41	角蝇	2	1	5
D5065	37	41	祖玛卫士	2	1	3
;D5065	63	41	祖玛雕像	2	1	3
;D5065	63	41	楔蛾	2	2	5
;D5065	63	41	角蝇	2	1	5
;D5065	63	41	祖玛弓箭手	2	1	3
D5065	89	41	祖玛雕像	2	1	3
D5065	63	41	祖玛卫士	2	1	3
D5065	89	41	祖玛卫士	2	1	3
D5065	89	41	楔蛾	2	2	5
D5065	89	41	角蝇	2	1	5
D5065	89	41	祖玛弓箭手	2	1	3
D5065	12	74	祖玛雕像	2	1	3
D5065	12	74	祖玛卫士	2	1	3
D5065	12	74	楔蛾	2	2	5
D5065	12	74	角蝇	2	1	5
D5065	12	74	祖玛弓箭手	2	1	3
D5065	37	73	祖玛雕像	2	1	3
D5065	37	73	祖玛卫士	2	1	3
D5065	37	73	楔蛾	2	2	5
D5065	37	73	角蝇	2	1	5
D5065	37	73	祖玛弓箭手	2	1	3
D5065	63	73	祖玛雕像	2	1	3
D5065	63	73	祖玛卫士	2	1	3
D5065	63	73	楔蛾	2	2	5
D5065	63	73	角蝇	2	1	5
D5065	63	73	祖玛弓箭手	2	1	3
D5065	87	73	祖玛雕像	2	1	3
D5065	87	73	祖玛卫士	2	1	3
D5065	87	73	楔蛾	2	2	5
D5065	87	73	角蝇	2	1	5
D5065	87	73	祖玛弓箭手	2	1	3
;特殊
D5065	50	50	祖玛雕像0	50	2	60
D5065	50	50	祖玛卫士0	50	2	60
D5065	50	50	祖玛弓箭手0	50	2	60

D5066	11	13	祖玛雕像	2	1	3
D5066	11	13	祖玛弓箭手	2	1	3
D5066	11	13	祖玛卫士	2	1	3
D5066	11	13	楔蛾	2	2	5
D5066	11	13	角蝇	2	1	5
D5066	37	13	祖玛雕像	2	1	3
D5066	37	13	祖玛弓箭手	2	1	3
D5066	37	13	祖玛卫士	2	1	3
D5066	37	13	楔蛾	2	2	5
D5066	37	13	角蝇	2	1	5
D5066	63	13	祖玛雕像	2	1	3
D5066	63	13	祖玛卫士	2	1	3
D5066	63	13	楔蛾	2	2	5
D5066	63	13	角蝇	2	1	5
D5066	63	13	祖玛弓箭手	2	1	3
D5066	88	14	祖玛雕像	2	1	3
D5066	88	14	祖玛卫士	2	1	3
D5066	88	14	楔蛾	2	2	5
D5066	88	14	角蝇	2	1	5
D5066	88	14	祖玛弓箭手	2	1	3
D5066	11	41	祖玛雕像	2	1	3
D5066	11	41	祖玛卫士	2	1	3
D5066	11	41	楔蛾	2	2	5
D5066	11	41	角蝇	2	1	5
D5066	11	41	祖玛弓箭手	2	1	3
D5066	37	41	祖玛卫士	2	1	3
D5066	37	41	祖玛雕像	2	1	3
D5066	37	41	楔蛾	2	2	5
D5066	37	41	角蝇	2	1	5
D5066	37	41	祖玛卫士	2	1	3
D5066	63	41	祖玛雕像	2	1	3
D5066	63	41	楔蛾	2	2	5
D5066	63	41	角蝇	2	1	5
D5066	63	41	祖玛弓箭手	2	1	3
D5066	89	41	祖玛雕像	2	1	3
D5066	63	41	祖玛卫士	2	1	3
D5066	89	41	祖玛卫士	2	1	3
D5066	89	41	楔蛾	2	2	5
D5066	89	41	角蝇	2	1	5
D5066	89	41	祖玛弓箭手	2	1	3
D5066	12	74	祖玛雕像	2	1	3
D5066	12	74	祖玛卫士	2	1	3
D5066	12	74	楔蛾	2	2	5
D5066	12	74	角蝇	2	1	5
D5066	12	74	祖玛弓箭手	2	1	3
D5066	37	73	祖玛雕像	2	1	3
D5066	37	73	祖玛卫士	2	1	3
D5066	37	73	楔蛾	2	2	5
D5066	37	73	角蝇	2	1	5
D5066	37	73	祖玛弓箭手	2	1	3
D5066	63	73	祖玛雕像	2	1	3
D5066	63	73	祖玛卫士	2	1	3
D5066	63	73	楔蛾	2	2	5
D5066	63	73	角蝇	2	1	5
D5066	63	73	祖玛弓箭手	2	1	3
D5066	87	73	祖玛雕像	2	1	3
D5066	87	73	祖玛卫士	2	1	3
D5066	87	73	楔蛾	2	2	5
D5066	87	73	角蝇	2	1	5
D5066	87	73	祖玛弓箭手	2	1	3
;特殊
D5066	50	50	祖玛雕像0	50	2	60
D5066	50	50	祖玛卫士0	50	2	60
D5066	50	50	祖玛弓箭手0	50	2	60

D5067	11	13	祖玛雕像	2	1	3
D5067	11	13	祖玛弓箭手	2	1	3
D5067	11	13	祖玛卫士	2	1	3
D5067	11	13	楔蛾	2	2	5
D5067	11	13	角蝇	2	1	5
D5067	37	13	祖玛雕像	2	1	3
D5067	37	13	祖玛弓箭手	2	1	3
D5067	37	13	祖玛卫士	2	1	3
D5067	37	13	楔蛾	2	2	5
D5067	37	13	角蝇	2	1	5
D5067	63	13	祖玛雕像	2	1	3
D5067	63	13	祖玛卫士	2	1	3
D5067	63	13	楔蛾	2	2	5
D5067	63	13	角蝇	2	1	5
D5067	63	13	祖玛弓箭手	2	1	3
D5067	88	14	祖玛雕像	2	1	3
D5067	88	14	祖玛卫士	2	1	3
D5067	88	14	楔蛾	2	2	5
D5067	88	14	角蝇	2	1	5
D5067	88	14	祖玛弓箭手	2	1	3
D5067	11	41	祖玛雕像	2	1	3
D5067	11	41	祖玛卫士	2	1	3
D5067	11	41	楔蛾	2	2	5
D5067	11	41	角蝇	2	1	5
D5067	11	41	祖玛弓箭手	2	1	3
D5067	37	41	祖玛卫士	2	1	3
D5067	37	41	祖玛雕像	2	1	3
D5067	37	41	楔蛾	2	2	5
D5067	37	41	角蝇	2	1	5
D5067	37	41	祖玛卫士	2	1	3
D5067	63	41	祖玛雕像	2	1	3
D5067	63	41	楔蛾	2	2	5
D5067	63	41	角蝇	2	1	5
D5067	63	41	祖玛弓箭手	2	1	3
D5067	89	41	祖玛雕像	2	1	3
D5067	63	41	祖玛卫士	2	1	3
D5067	89	41	祖玛卫士	2	1	3
D5067	89	41	楔蛾	2	2	5
D5067	89	41	角蝇	2	1	5
D5067	89	41	祖玛弓箭手	2	1	3
D5067	12	74	祖玛雕像	2	1	3
D5067	12	74	祖玛卫士	2	1	3
D5067	12	74	楔蛾	2	2	5
D5067	12	74	角蝇	2	1	5
D5067	12	74	祖玛弓箭手	2	1	3
D5067	37	73	祖玛雕像	2	1	3
D5067	37	73	祖玛卫士	2	1	3
D5067	37	73	楔蛾	2	2	5
D5067	37	73	角蝇	2	1	5
D5067	37	73	祖玛弓箭手	2	1	3
D5067	63	73	祖玛雕像	2	1	3
D5067	63	73	祖玛卫士	2	1	3
D5067	63	73	楔蛾	2	2	5
D5067	63	73	角蝇	2	1	5
D5067	63	73	祖玛弓箭手	2	1	3
D5067	87	73	祖玛雕像	2	1	3
D5067	87	73	祖玛卫士	2	1	3
D5067	87	73	楔蛾	2	2	5
D5067	87	73	角蝇	2	1	5
D5067	87	73	祖玛弓箭手	2	1	3
;特殊
D5067	50	50	祖玛雕像0	50	2	60
D5067	50	50	祖玛卫士0	50	2	60
D5067	50	50	祖玛弓箭手0	50	2	60

D5068	11	13	祖玛雕像	2	1	3
D5068	11	13	祖玛弓箭手	2	1	3
D5068	11	13	祖玛卫士	2	1	3
D5068	11	13	楔蛾	2	2	5
D5068	11	13	角蝇	2	1	5
D5068	37	13	祖玛雕像	2	1	3
D5068	37	13	祖玛弓箭手	2	1	3
D5068	37	13	祖玛卫士	2	1	3
D5068	37	13	楔蛾	2	2	5
D5068	37	13	角蝇	2	1	5
D5068	63	13	祖玛雕像	2	1	3
D5068	63	13	祖玛卫士	2	1	3
D5068	63	13	楔蛾	2	2	5
D5068	63	13	角蝇	2	1	5
D5068	63	13	祖玛弓箭手	2	1	3
D5068	88	14	祖玛雕像	2	1	3
D5068	88	14	祖玛卫士	2	1	3
D5068	88	14	楔蛾	2	2	5
D5068	88	14	角蝇	2	1	5
D5068	88	14	祖玛弓箭手	2	1	3
D5068	11	41	祖玛雕像	2	1	3
D5068	11	41	祖玛卫士	2	1	3
D5068	11	41	楔蛾	2	2	5
D5068	11	41	角蝇	2	1	5
D5068	11	41	祖玛弓箭手	2	1	3
D5068	37	41	祖玛卫士	2	1	3
D5068	37	41	祖玛雕像	2	1	3
D5068	37	41	楔蛾	2	2	5
D5068	37	41	角蝇	2	1	5
D5068	37	41	祖玛卫士	2	1	3
D5068	63	41	祖玛雕像	2	1	3
D5068	63	41	楔蛾	2	2	5
D5068	63	41	角蝇	2	1	5
D5068	63	41	祖玛弓箭手	2	1	3
D5068	89	41	祖玛雕像	2	1	3
D5068	63	41	祖玛卫士	2	1	3
D5068	89	41	祖玛卫士	2	1	3
D5068	89	41	楔蛾	2	2	5
D5068	89	41	角蝇	2	1	5
D5068	89	41	祖玛弓箭手	2	1	3
D5068	12	74	祖玛雕像	2	1	3
D5068	12	74	祖玛卫士	2	1	3
D5068	12	74	楔蛾	2	2	5
D5068	12	74	角蝇	2	1	5
D5068	12	74	祖玛弓箭手	2	1	3
D5068	37	73	祖玛雕像	2	1	3
D5068	37	73	祖玛卫士	2	1	3
D5068	37	73	楔蛾	2	2	5
D5068	37	73	角蝇	2	1	5
D5068	37	73	祖玛弓箭手	2	1	3
D5068	63	73	祖玛雕像	2	1	3
D5068	63	73	祖玛卫士	2	1	3
D5068	63	73	楔蛾	2	2	5
D5068	63	73	角蝇	2	1	5
D5068	63	73	祖玛弓箭手	2	1	3
D5068	87	73	祖玛雕像	2	1	3
D5068	87	73	祖玛卫士	2	1	3
D5068	87	73	楔蛾	2	2	5
D5068	87	73	角蝇	2	1	5
D5068	87	73	祖玛弓箭手	2	1	3
;特殊
D5068	50	50	祖玛雕像0	50	2	60
D5068	50	50	祖玛卫士0	50	2	60
D5068	50	50	祖玛弓箭手0	50	2	60

D5069	11	13	祖玛雕像	2	1	3
D5069	11	13	祖玛弓箭手	2	1	3
D5069	11	13	祖玛卫士	2	1	3
D5069	11	13	楔蛾	2	2	5
D5069	11	13	角蝇	2	1	5
D5069	37	13	祖玛雕像	2	1	3
D5069	37	13	祖玛弓箭手	2	1	3
D5069	37	13	祖玛卫士	2	1	3
D5069	37	13	楔蛾	2	2	5
D5069	37	13	角蝇	2	1	5
D5069	63	13	祖玛雕像	2	1	3
D5069	63	13	祖玛卫士	2	1	3
D5069	63	13	楔蛾	2	2	5
D5069	63	13	角蝇	2	1	5
D5069	63	13	祖玛弓箭手	2	1	3
D5069	88	14	祖玛雕像	2	1	3
D5069	88	14	祖玛卫士	2	1	3
D5069	88	14	楔蛾	2	2	5
D5069	88	14	角蝇	2	1	5
D5069	88	14	祖玛弓箭手	2	1	3
D5069	11	41	祖玛雕像	2	1	3
D5069	11	41	祖玛卫士	2	1	3
D5069	11	41	楔蛾	2	2	5
D5069	11	41	角蝇	2	1	5
D5069	11	41	祖玛弓箭手	2	1	3
D5069	37	41	祖玛卫士	2	1	3
D5069	37	41	祖玛雕像	2	1	3
D5069	37	41	楔蛾	2	2	5
D5069	37	41	角蝇	2	1	5
D5069	37	41	祖玛卫士	2	1	3
D5069	63	41	祖玛雕像	2	1	3
D5069	63	41	楔蛾	2	2	5
D5069	63	41	角蝇	2	1	5
D5069	63	41	祖玛弓箭手	2	1	3
D5069	89	41	祖玛雕像	2	1	3
D5069	63	41	祖玛卫士	2	1	3
D5069	89	41	祖玛卫士	2	1	3
D5069	89	41	楔蛾	2	2	5
D5069	89	41	角蝇	2	1	5
D5069	89	41	祖玛弓箭手	2	1	3
D5069	12	74	祖玛雕像	2	1	3
D5069	12	74	祖玛卫士	2	1	3
D5069	12	74	楔蛾	2	2	5
D5069	12	74	角蝇	2	1	5
D5069	12	74	祖玛弓箭手	2	1	3
D5069	37	73	祖玛雕像	2	1	3
D5069	37	73	祖玛卫士	2	1	3
D5069	37	73	楔蛾	2	2	5
D5069	37	73	角蝇	2	1	5
