;代码	X	Y	名称	范围	数量	时间
hero1  100 100 卧龙守战06 200 5 10
hero1  100 100 卧龙庄主   200 1 120
hero1  100 100 卧龙战将01 200 5 10
hero1  100 100 卧龙战将02 200 5 10
hero1  100 100 卧龙道尊01 200 5 10
hero1  100 100 卧龙道尊02 200 5 10
hero1  100 100 卧龙魔将01 200 5 10
hero1  100 100 卧龙魔将02 200 5 10

hero1  60 60 素狐 50 20 20
hero1  60 60 赤狐 50 20 20
hero1  60 60 黑狐 50 20 20
hero1  60 60 雷炎蛛王 0 1 120




D2082  100 100 狐月褐蛙 100  200  30
D2082  100 100 狂热火蜥蜴 100  200  30
D2082  100 100 狐月褐蛙(精英) 100  1  30
D2082  100 100 火蜥蜴(精英) 100  1  30
D2081  100 100 狐月黄蛙 100  200  30
D2081  100 100 狂热火蜥蜴 100  200  30
D2081  100 100 狐月黄蛙 100  200  30
D2081  100 100 狐月黄蛙(精英) 100  1  30
D2081  100 100 火蜥蜴(精英) 100 1  30

D2083  83 43 通天神龙 0 1 120
D2083  79 48 雷炎蛛王 0 1 120
D2083  64 63 狂热火蜥蜴 50  30  30

H007   156  169   魔龙教主1   5  1   60
D024  50 50     魔龙教主1   10  1   30
D024  50 50     暗之魔龙教主   10  1   60
D717  54  46     魔龙教主1   1  1   30
D717  54  46     暗之魔龙教主   1  1   60
D2013  34  36      魔龙教主1   10  1   30
D2013  34  36      暗之魔龙教主   10  1   60
D2079  63   50     魔龙教主1   1 1   30
D2079  63   50     暗之魔龙教主   1 1   60
D515  24   21     魔龙教主1   1  1   30
D515  24   21     暗之魔龙教主   1  1   60
D2067	48	235	魔龙教主1   0  1   30
D2067	48	235	暗之魔龙教主   1  1   60

D2052	55	61	魔龙教主1   5  1   30
D2052	55	61	暗之魔龙教主   5  1  60

D10061	15	19	魔龙教主1   5  1   30
D10061	15	19	暗之魔龙教主   5  1   60

D10062	15	19	魔龙教主1   5  1   30
D10062	15	19	暗之魔龙教主   5  1   60
0	665	86	弓箭守卫	0	1	1
0	672	93	弓箭守卫	0	1	1
2	417	558	弓箭守卫	0	1	1
2	416	559	弓箭守卫	0	1	1
2	423	566	弓箭守卫	0	1	1
2	424	565	弓箭守卫	0	1	1
0	340	513	弓箭守卫	0	1	1
0	341	514	弓箭守卫	0	1	1
0	367	487	弓箭守卫	0	1	1
0	368	488	弓箭守卫	0	1	1
0	318	244	弓箭守卫	0	1	1
0	300	207	弓箭守卫	0	1	1
0	310	227	弓箭守卫	0	1	1
0	313	230	弓箭守卫	0	1	1
0	309	286	弓箭守卫	0	1	1
0	329	289	弓箭守卫	0	1	1
0	355	280	弓箭守卫	0	1	1
0	362	301	弓箭守卫	0	1	1
0	374	291	弓箭守卫	0	1	1
3	325	311	弓箭守卫	0	1	1
3	348	332	弓箭守卫	0	1	1
3	296	334	弓箭守卫	0	1	1
3	302	340	弓箭守卫	0	1	1
3	305	290	弓箭守卫	0	1	1
3	288	305	弓箭守卫	0	1	1
3	302	370	弓箭守卫	0	1	1
2	510	479	弓箭守卫	0	1	1
0	567	621	弓箭守卫	0	1	1
0	600	576	弓箭守卫	0	1	1
0	662	558	弓箭守卫	0	1	1
0	320	36	弓箭守卫	0	1	1
0	327	42	弓箭守卫	0	1	1
1	566	544	弓箭守卫	0	1	1
1	555	544	弓箭守卫	0	1	1
3	273	743	弓箭守卫	0	1	1
3	274	744	弓箭守卫	0	1	1
3	512	770	弓箭守卫	0	1	1
3	519	777	弓箭守卫	0	1	1
2	292	60	弓箭守卫	0	1	1
2	298	65	弓箭守卫	0	1	1
2	552	80	弓箭守卫	0	1	1
2	560	88	弓箭守卫	0	1	1
1	46	39	弓箭守卫	0	1	1
1	52	33	弓箭守卫	0	1	1
5	136	336	弓箭守卫	0	1	1
5	131	301	弓箭守卫	0	1	1
5	140	362	弓箭守卫	0	1	1
5	169	352	弓箭守卫	0	1	1
5	164	357	弓箭守卫	0	1	1
5	122	334	弓箭守卫	0	1	1
5	143	324	弓箭守卫	0	1	1
11	43	480	弓箭守卫	0	1	1
11	49	474	弓箭守卫	0	1	1
11	353	246	弓箭守卫	0	1	1
11	357	243	弓箭守卫	0	1	1
12	327	468	弓箭守卫	0	1	1
12	320	474	弓箭守卫	0	1	1
E605	10	61	弓箭守卫	0	1	20
E605	15	68	弓箭守卫	0	1	20
D601	13	196	弓箭守卫	0	1	20
D601	7	201	弓箭守卫	0	1	20
E601	139	13	弓箭守卫	0	1	20
E601	138	12	弓箭守卫	0	1	20
D422	332	380	弓箭守卫	0	1	20
D422	328	384	弓箭守卫	0	1	20


;比奇大城内

0      383   210   稻草人   5     50        1
0      383   212   多钩猫   5     50        2
0      370    223  稻草人   5     50        1
0      370    225  钉耙猫   5     50        2
0      359   234   稻草人   5     50        1
0      359   236   钉耙猫   5     50        2
0	665	93	千年树妖	0	1	60

0	230	350	稻草人		200	10	15
0	440	150	稻草人		200	10	15
0	180	150	稻草人		200	10	15
0	440	150	稻草人(精英)		200	3	9
0	230	350	稻草人		200	10	13
0	180	150	稻草人		200	10	13
0	440	150	稻草人(精英)		200	3	9

0	230	350	多钩猫		130	10	15
0	230	350	多钩猫(精英)		200	2	15
0	440	350	多钩猫		130	10	15
0	440	150	多钩猫		130	10	15
0	180	150	多钩猫		130	10	15
0	230	350	多钩猫		130	10	5
0	230	350	多钩猫(精英)		200	3	14
0	440	350	多钩猫		130	10	5
0	440	150	多钩猫		130	10	5
0	180	150	多钩猫		130	10	5

0	230	350	钉耙猫		130	10	15
0	440	350	钉耙猫		130	10	15
0	440	150	钉耙猫		130	10	15
0	440	200	钉耙猫(精英)		200	3	8
0	180	150	钉耙猫		130	10	15
0	230	350	钉耙猫		130	10	5
0	440	350	钉耙猫		130	10	5
0	440	200	钉耙猫(精英)		200	3	12
0	440	150	钉耙猫		130	10	5
0	180	150	钉耙猫		130	10	5

0	230	350	蛤蟆		130	6	5
0	230	350	蛤蟆(精英)		200	3	13
0	440	350	蛤蟆		130	6	5
0	440	150	蛤蟆		130	6	5
0	180	150	蛤蟆		130	6	5
0	230	350	蛤蟆		130	6	12
0	230	350	蛤蟆(精英)		200	3	9
0	440	350	蛤蟆		130	6	12
0	440	150	蛤蟆		130	6	12
0	180	150	蛤蟆		130	6	12

0	280	260	鸡		125	5	5
0	405	180	鸡		125	5	5
0	340	310	鸡		125	5	5
0	110	60	稻草人		170	80	9
0	110	80	多钩猫		160	80	9
0	220	60	稻草人		160	80	9
0	150	130	多钩猫		150	80	9
0	140	100	钉耙猫		150	80	9
0	90	180	半兽人		160	80	6
0	65	185	毒蜘蛛		130	80	9
0	120	200	食人花		160	80	9
0	210	185	鹿		200	20	10
0	265	125	鹿		200	20	10
0	310	95	鹿		200	20	10
0	225	20	蛤蟆		120	85	8
0	280	380	蛤蟆		120	85	8
0	340	80	蛤蟆		120	85	8
0	60	180	毒蜘蛛		160	80	9

0	420	95	半兽人		50	50	9
0	420	95	半兽人(精英)		250	2	8
0	570	120	毒蜘蛛		80	30	9
0	615	110	毒蜘蛛		50	20	9
0	300	300	半兽人(精英)		300	15	8
0	560	200	半兽人		90	80	7
0	620	370	毒蜘蛛(精英)		200	2	8
0	620	370	毒蜘蛛		60	40	9
0	620	370	毒蜘蛛(精英)		250	2	8

0	420	380	鹿		145	10	10
0	470	330	鹿		145	10	10
0	395	420	蛤蟆		140	80	8
0	395	420	多钩猫		340	80	8
0	475	500	食人花		190	80	9
0	405	515	蛤蟆		130	80	8
0	352	382	半兽勇士	400	40	10
0	500	400	稻草人		150	80	9
0	420	400	半兽人(精英)		50	1	8
0	510	410	多钩猫		150	80	9
0	510	410	钉耙猫		150	80	9
0	510	410	半兽人(精英)		150	1	9
0	560	320	半兽人		190	80	7
0	480	450	半兽人		160	80	7
0	420	400	半兽人(精英)		50	1	8
0	600	400	森林雪人	170	80	7
0	600	400	半兽人		120	80	9
0	610	405	食人花		160	80	9
0	650	420	毒蜘蛛		130	80	9
0	510	410	半兽人(精英)		150	1	9

0	205	325	鹿		150	10	5
0	260	380	鹿		150	10	5
0	180	410	蛤蟆		150	80	6
0	340	550	稻草人		150	80	5
0	340	550	稻草人(精英)	150	2	8
0	120	420	多钩猫		150	60	6
0	120	420	钉耙猫		150	60	6
0	110	425	森林雪人	170	60	7
0	110	440	半兽人		170	60	7
0	340	550	稻草人(精英)	150	2	8
0	220	470	半兽人		170	60	7
0	140	500	半兽人		150	60	7
0	130	510	食人花		170	60	9
0	165	550	森林雪人	160	60	7
0	340	550	钉耙猫		150	60	6
0	340	550	多钩猫		150	60	6
0	340	550	鹿		150	10	4
0	247	565	鹿		150	10	4
0	330	530	稻草人		150	80	10
0	270	625	鹿		160	10	4
0	340	525	稻草人		160	80	6


1	145	60	森林雪人	80	15	7
1	145	60	森林雪人	80	15	7
1	302	164	半兽人		150	30	6
1	302	164	半兽战士	150	20	6
1	302	164	半兽勇士	150	2	60
1	302	164	森林雪人	150	40	6
1	352	382	半兽人		100	20	6
0	300	410	半兽人(精英)		250	5	9
0	338	501	半兽人(精英)		5	1	8
1	352	382	半兽战士	100	10	6
1	352	382	半兽勇士	100	4	60
1	250	230	森林雪人	230	40	5
0	338	501	半兽人(精英)		250	5	9
1	250	230	半兽人		230	40	6
1	250	230	半兽战士	230	30	6
1	250	230	半兽勇士	230	1	60
1	219	381	半兽人		100	30	6
1	219	381	半兽战士	100	10	6
1	219	381	半兽勇士	100	4	60
1	219	381	森林雪人	100	50	5
1	238	511	毒蜘蛛		80	20	6
1	497	465	钉耙猫		50	20	9
1	497	445	多钩猫		50	20	9
1	250	250	食人花		250	30	9
;特殊
1	250	250	森林雪人0	250	10	10
1	250	250	半兽人0		250	10	10
1	250	250	半兽战士0	250	10	10
1	250	250	钉耙猫0		250	10	10
1	250	250	多钩猫0		250	10	10


;白日门
11	108	422	森林雪人	50	10	7
11	108	422	半兽人		50	10	7
11	108	422	半兽统领	50	4	60
11	147	211	森林雪人	80	10	7
11	147	211	半兽战士	80	10	7
11	147	211	半兽统领	80	4	60
11	321	266	森林雪人	80	20	7
11	321	266	半兽战士	80	20	6
11	321	266	半兽统领	80	6	60
11	348	132	半兽人		100	10	6
11	348	132	半兽战士	80	20	6
11	348	132	半兽统领	80	4	60
11	348	132	森林雪人	100	20	7
11	348	132	雪人王		100	2	120

11	380	270	钉耙猫王	80	1	120
11	380	270	钉耙猫		90	10	7
11	100	450	多钩猫		90	10	7
11	100	450	多钩猫王	80	1	120

11	147	211	毒蜘蛛		60	10	6
11	147	211	剧毒蜘蛛	60	3	30
11	147	211	天狼蜘蛛	60	10	30
11	321	266	毒蜘蛛		80	10	7
11	321	266	剧毒蜘蛛	80	4	30
11	348	132	毒蜘蛛		60	10	6
11	348	132	剧毒蜘蛛	60	3	30
11	45	380	食人花		100	20	9
11	180	255	天狼蜘蛛	80	20	15
;特殊
11	108	422	森林雪人0	50	3	15
11	321	266	半兽人0		50	5	15
11	132	185	半兽战士0	50	5	30
11	380	270	钉耙猫0		50	5	15
11	100	450	多钩猫0		50	5	15
11	180	255	天狼蜘蛛0	80	10	60


;宫殿长廊
H007A	95	14	半兽战士7	2	25	8
H007A	19	19	半兽人7	2	20	7
H007A	85	25	半兽战士7	2	20	8
H007A	73	37	半兽人7	2	25	6
H007A	79	31	半兽战士7	2	20	8
H007A	67	43	半兽人7	2	25	7
H007A	61	49	半兽战士7	2	15	8
H007A	55	55	半兽人7	2	20	8
H007A	48	62	半兽战士7	2	25	8
H007A	42	68	半兽人7	2	20	7
H007A	36	74	半兽战士7	2	20	8

H007A	183	104	半兽战士7	2	20	8
H007A	177	110	半兽战士7	2	15	8
H007A	171	116	半兽战士7	2	20	8
H007A	165	122	半兽人7	2	15	7
H007A	159	128	半兽战士7	2	20	8
H007A	153	134	半兽战士7	2	15	6
H007A	147	140	半兽战士7	2	20	8
H007A	141	146	半兽战士7	2	15	8
H007A	135	152	半兽人7	2	20	5
H007A	128	159	半兽战士7	2	15	8
H007A	122	165	半兽战士7	2	20	6
H007A	116	171	半兽人7	2	15	8
H007A	110	117	半兽战士7	2	20	6
H007A	104	183	半兽战士7	2	15	8
H007A	98	189	半兽人7	2	20	6

H007A	166	196	半兽战士7	3	20	8
H007A	160	90	半兽战士7	3	15	8
H007A	154	83	半兽战士7	3	20	8
H007A	148	77	半兽战士7	3	15	7
H007A	144	73	半兽战士7	3	20	6
H007A	138	67	半兽战士7	3	15	8
H007A	132	61	半兽战士7	3	20	6
H007A	126	55	半兽战士7	3	15	8
H007A	120	49	半兽战士7	3	20	6
H007A	114	43	半兽战士7	3	15	8
H007A	108	37	半兽战士7	3	20	8
H007A	102	31	半兽战士7	3	15	6

H007A	117	26	半兽战士7	2	15	8
H007A	123	32	半兽战士7	2	15	8
H007A	129	38	半兽战士7	2	15	6
H007A	135	44	半兽战士7	2	15	6
H007A	141	50	半兽战士7	2	15	8
H007A	147	56	半兽战士7	2	15	6
H007A	153	62	半兽战士7	2	15	8
H007A	159	68	半兽战士7	2	15	6
H007A	165	74	半兽战士7	2	15	8
H007A	171	80	半兽战士7	2	15	6
H007A	177	86	半兽战士7	2	15	8
H007A	183	92	半兽战士7	2	15	6
H007A	189	98	半兽战士7	2	15	8

H007A	92	185	半兽战士7	2	15	8
H007A	86	178	半兽战士7	2	15	6
H007A	80	172	半兽战士7	2	15	8
H007A	74	166	半兽战士7	2	15	7
H007A	68	160	半兽战士7	2	15	8
H007A	62	153	半兽战士7	2	15	7
H007A	56	148	半兽战士7	2	15	9
H007A	50	142	半兽战士7	2	15	10
H007A	44	136	半兽战士7	2	15	8
H007A	38	130	半兽战士7	2	15	6
H007A	32	124	半兽战士7	2	15	7
H007A	26	118	半兽战士7	2	15	10
H007A	20	112	半兽战士7	2	15	8
H007A	14	106	半兽战士7	2	15	6
H007A	10	102	半兽战士7	2	15	8

H007A	92	185	半兽人7	3	15	8
H007A	86	178	半兽人7	3	8	8
H007A	80	172	半兽人7	3	10	8
H007A	74	166	半兽人7	3	15	8
H007A	68	160	半兽人7	3	8	6
H007A	62	153	半兽人7	3	10	8
H007A	56	148	半兽人7	3	15	6
H007A	50	142	半兽人7	3	8	6
H007A	44	136	半兽人7	3	10	8
H007A	38	130	半兽人7	3	15	6
H007A	32	124	半兽人7	3	8	6
H007A	26	118	半兽人7	3	10	8
H007A	20	112	半兽人7	3	15	7
H007A	14	106	半兽人7	3	8	6
H007A	10	102	半兽人7	3	10	8

H007A	14	96	半兽战士7	3	25	8
H007A	20	90	半兽战士7	3	15	5
H007A	20	91	半兽战士7	5	25	9
H007A	26	84	半兽战士7	3	15	7
H007A	32	80	半兽人7	3	25	8
H007A	38	86	半兽战士7	5	15	6
H007A	38	92	半兽战士7	3	25	8
H007A	32	98	半兽战士7	3	15	10
H007A	36	105	半兽人7	3	25	10
H007A	42	111	半兽战士7	5	15	10
H007A	48	117	半兽战士7	3	25	8
H007A	54	123	半兽战士7	3	15	8
H007A	60	129	半兽战士7	5	25	6
H007A	66	135	半兽战士7	3	15	8
H007A	72	141	半兽人7	3	25	7
H007A	78	147	半兽战士7	5	15	8
H007A	84	153	半兽战士7	3	25	8
H007A	90	159	半兽战士7	3	15	6
H007A	96	165	半兽人7	5	25	8

H007A	102	166	半兽战士7	2	8	8
H007A	106	162	半兽战士7	2	10	10
H007A	110	158	半兽战士7	2	8	8
H007A	114	154	半兽战士7	2	10	6
H007A	118	150	半兽战士7	2	8	12
H007A	122	146	半兽战士7	2	10	8
H007A	126	142	半兽战士7	2	8	8
H007A	130	138	半兽战士7	3	10	6
H007A	134	134	半兽战士7	3	8	10
H007A	138	130	半兽战士7	3	10	12
H007A	142	126	半兽战士7	3	8	8
H007A	146	122	半兽战士7	3	10	6
H007A	150	118	半兽战士7	3	8	10
H007A	154	114	半兽战士7	3	10	8
H007A	158	110	半兽战士7	3	8	12
H007A	162	106	半兽战士7	3	10	6
H007A	166	102	半兽战士7	3	8	10

H007A	98	33	半兽战士7	3	15	8
H007A	92	39	半兽战士7	3	15	7
H007A	86	45	半兽战士7	3	15	8
H007A	80	51	半兽战士7	3	15	7
H007A	74	57	半兽战士7	3	15	8
H007A	68	63	半兽战士7	3	15	7
H007A	62	69	半兽战士7	3	15	8
H007A	58	73	半兽战士7	3	15	7

H007A	81	59	恶灵僵尸7	3	25	8
H007A	85	63	恶灵僵尸7	3	18	6
H007A	81	69	恶灵僵尸7	3	24	7
H007A	75	75	恶灵僵尸7	3	18	6
H007A	69	81	恶灵僵尸7	3	28	8
H007A	63	87	恶灵僵尸7	3	20	6
H007A	57	93	恶灵僵尸7	3	22	4
H007A	53	99	恶灵僵尸7	3	16	8
H007A	59	106	恶灵僵尸7	3	15	8
H007A	65	112	恶灵僵尸7	3	20	6
H007A	71	118	恶灵僵尸7	3	25	7
H007A	77	124	恶灵僵尸7	3	18	6
H007A	83	130	恶灵僵尸7	3	25	6
H007A	89	136	恶灵僵尸7	3	18	5
H007A	95	142	恶灵僵尸7	3	26	8
H007A	101	148	恶灵僵尸7	3	18	7
H007A	107	141	恶灵僵尸7	3	26	7
H007A	114	134	恶灵僵尸7	3	18	6
H007A	120	128	恶灵僵尸7	3	26	8

H007A	126	122	恶灵僵尸7	3	20	8
H007A	132	116	恶灵僵尸7	3	15	8
H007A	138	110	恶灵僵尸7	3	20	10
H007A	144	104	骷髅长枪兵7	3	15	8
H007A	148	98	恶灵僵尸7	3	20	8
H007A	142	91	骷髅长枪兵7	3	15	10
H007A	136	85	恶灵僵尸7	3	20	6
H007A	130	79	骷髅长枪兵7	3	15	10
H007A	124	73	恶灵僵尸7	3	20	8
H007A	118	67	骷髅长枪兵7	3	15	8
H007A	112	61	恶灵僵尸7	3	20	8
H007A	106	55	骷髅长枪兵7	3	15	8
H007A	100	51	恶灵僵尸7	3	20	8
H007A	94	56	骷髅长枪兵7	5	15	10
H007A	88	62	恶灵僵尸7	3	20	10

H007A	123	115	骷髅长枪兵7	10	16	8
H007A	125	102	骷髅长枪兵7	4	12	6
H007A	129	97	骷髅长枪兵7	4	16	8
H007A	124	90	骷髅长枪兵7	4	12	6
H007A	118	84	骷髅长枪兵7	4	16	7
H007A	112	78	骷髅长枪兵7	4	12	9
H007A	106	72	骷髅长枪兵7	4	16	8
H007A	99	70	骷髅长枪兵7	4	12	12
H007A	94	75	骷髅长枪兵7	4	16	8
H007A	88	82	骷髅长枪兵7	4	12	10
H007A	82	87	骷髅长枪兵7	4	16	12
H007A	76	93	骷髅长枪兵7	4	12	10
H007A	74	99	骷髅长枪兵7	4	16	8
H007A	80	105	骷髅长枪兵7	4	12	7
H007A	87	112	骷髅长枪兵7	4	15	6
H007A	93	118	骷髅长枪兵7	4	16	8
H007A	99	124	骷髅长枪兵7	4	12	7
H007A	105	121	骷髅长枪兵7	4	16	6
H007A	111	115	骷髅长枪兵7	2	12	8
H007A	102	95	骷髅锤兵7	5	25	8
H007A	102	95	骷髅锤兵7	3	10	10
H007A	102	95	骷髅长枪兵7	5	5	10
H007A	155	170	半兽战士7	20	30	8
H007A	155	170	半兽人7	25	30	7

;特殊
H007A	21	86	电僵王7	5	1	20
H007A	127	98	电僵王7	5	1	20
H007A	76	55	电僵王7	2	1	20
H007A	147	94	电僵王7	2	1	20
H007A	101	48	触龙神7	0	1	20
H007A	127	92	触龙神7	0	1	20
H007A	82	59	触龙神7	0	1	15
H007A	70	98	双头血魔7	2	1	60
H007A	47	139	双头金刚7	4	1	60
H007A	65	157	重装使者7	5	1	90
H007A	70	98	暗之魔龙力士7	2	1	60
H007A	80	50	暗之魔龙战将7	2	1	60
H007A	155	170	暗之魔龙巨蛾7	150	1	60
H007A	70	98	牛魔王7	40	1	60
H007A   155	170     魔龙教主1    120      1    60
H007A   155	170     暗之魔龙教主    120      1    130


H008A	70	98	双头血魔7	2	1	60
H008A	47	139	双头金刚7	4	1	60
H008A	65	157	重装使者7	5	1	90
H008A	70	98	暗之魔龙力士7	2	3	60
H008A	80	50	暗之魔龙战将7	4	3	60
H008A	155	170	暗之魔龙巨蛾7	120	1	60
H008A	70	98	牛魔王7	      40	1	60
H008A   155	170     魔龙教主1       3         1    30
H008A	70	98	暗之魔龙教主	2	1	400
H008A	70	98	魔影巨人	2	1	400
H008A	70	98	魔龙力士(精英)	2	1	400




;森林迷宫
12	100	60	魔龙教主	100	5	60
12	100	60	星辰冰龙	100	1	60
12	100	60	暗之魔龙教主	100	5	60
12	290	160	星辰金龙	100	1	60
12	290	160	星辰金龙	100	1	60
12	290	160	暗之魔龙力士	100	15	30
12	50	180	魔龙教主	100	5	60
12	50	180	魔龙力士	100	15	30
12	50	180	魔龙树妖	100	5	60
12	80	220	星辰冰龙	100	1	60
12	80	220	暗之魔龙战将	100	15	30
12	80	220	暗之魔龙教主	100	5	60
12	160	210	魔龙教主	100	5	60
12	160	210	魔龙树妖	100	5	60
12	160	210	魔龙教主(精英)	100	1	60
12	190	330	暗之魔龙巨蛾	100	15	30
12	190	330	魔龙教主(精英)	100	1	60
12	190	330	魅影刀客	100	5	60
12	288	328	魔龙巨蛾	100	15	30
12	288	328	魔龙教主	100	5	60
12	288	328	魔龙战将	100	15	30
12	288	328	魅影鬼手	100	5	60
12	190	330	暗之赤月恶魔	250	5	60
;特殊
12	290	160	天狼蜘蛛0	50	20	30
12	100	60	暴牙蜘蛛0	50	20	30
12	50	180	花吻蜘蛛0	50	10	30
12	50	180	鹰卫		150	1	180

;半兽人洞穴1
D001	200	200	蝎子		200	60	8
D001	200	200	骷髅		200	100	8
D001	200	200	骷髅战士	200	60	8
D001	200	200	洞蛆		200	70	8
D001	200	200	山洞蝙蝠	200	30	8
D001	200	200	山洞蝙蝠	200	45	8
;;特殊
D001	200	200	骷髅战士0	200	10	10
D001	200	200	骷髅0		200	10	10



;沃玛寺庙
;沃玛寺庙入口
D021	50	44	山洞蝙蝠	60	10	20
D021	50	44	山洞蝙蝠	60	5	20
D021	50	44	山洞蝙蝠	60	5	20
D021	50	44	山洞蝙蝠	60	5	20
D021	50	44	山洞蝙蝠	60	5	20
D021	50	44	山洞蝙蝠	60	5	20
D021	50	44	山洞蝙蝠	60	5	20
D021	50	44	山洞蝙蝠	60	5	20
D021	50	44	山洞蝙蝠	60	5	20
D021	50	44	洞蛆		60	20	20
D021	50	44	山洞蝙蝠0	60	2	20

;沃玛寺庙一层
D022	250	250	粪虫		250	120	9
D022	250	250	沃玛战士	250	140	9
D022	250	250	沃玛勇士	250	90	9
D022	250	250	沃玛战将	250	90	9
D022	250	250	火焰沃玛	250	60	9
D022	200	200	沃玛卫士	200	2	60
D022	250	250	山洞蝙蝠	250	10	9
D022	250	250	山洞蝙蝠	250	10	9
D022	250	250	山洞蝙蝠	250	10	9
D022	250	250	山洞蝙蝠	250	10	9
D022	250	250	山洞蝙蝠	250	10	9
D022	250	250	山洞蝙蝠	250	10	9
D022	250	250	山洞蝙蝠	250	10	9
D022	250	250	山洞蝙蝠	250	10	9
;特殊
D022	250	250	沃玛战士0	250	2	10
D022	250	250	沃玛勇士0	250	2	10
D022	250	250	沃玛战将0	250	2	10	
D022	250	250	火焰沃玛0	250	2	10
D022	250	250	山洞蝙蝠0	250	2	10
D022	250	250	山洞蝙蝠0	250	2	10


;沃玛寺庙二层
D023	200	200	暗黑战士	200	100	9
D023	200	200	粪虫		200	60	9
D023	200	200	沃玛战士	200	80	9
D023	200	200	沃玛勇士	200	120	9
D023	200	200	沃玛战将	200	120	9
D023	200	200	火焰沃玛	200	80	9
D023	200	200	沃玛卫士	200	2	60
D023	200	200	山洞蝙蝠	200	20	9
D023	200	200	山洞蝙蝠	200	20	9
D023	200	200	山洞蝙蝠	200	20	9
D023	200	200	山洞蝙蝠	200	30	9
;特殊
D023	200	200	暗黑战士0	200	2	10
D023	200	200	沃玛战士0	200	2	10
D023	200	200	沃玛勇士0	200	2	10
D023	200	200	沃玛战将0	200	2	10
D023	200	200	火焰沃玛0	200	2	10
D023	200	200	山洞蝙蝠0	200	2	10


;沃玛寺庙大殿
D024	40	40	沃玛勇士	20	8	5
D024	40	40	沃玛战将	20	8	5
D024	40	40	沃玛勇士(精英)	80	1	10
D024	40	40	沃玛战将(精英)	80	1	12
D024	40	40	火焰沃玛	20	8	5
D024	40	40	暗黑战士	20	8	5
D024	50	50	沃玛勇士	20	8	5
D024	50	50	沃玛战将	20	8	5
D024	50	50	火焰沃玛	20	8	5
D024	50	50	暗黑战士	20	8	5
D024	60	60	沃玛勇士	20	8	5
D024	60	60	沃玛战将	20	8	5
D024	60	60	火焰沃玛	20	8	5
D024	60	60	暗黑战士	20	8	5
D024	40	50	沃玛勇士	20	8	5
D024	40	50	沃玛战将	20	8	5
D024	40	50	火焰沃玛	20	8	5
D024	40	50	暗黑战士	20	8	5
D024	50	40	沃玛勇士	20	8	5
D024	50	40	沃玛战将	20	8	5
D024	40	50	暗黑战士(精英)	80	1	12
D024	50	40	火焰沃玛	20	8	5
D024	50	40	暗黑战士	20	8	5
D024	60	50	沃玛勇士	20	8	5
D024	60	50	沃玛战将	20	8	5
D024	60	50	火焰沃玛	20	8	5
D024	60	50	暗黑战士	20	8	5
D024	50	60	沃玛勇士	20	8	5
D024	50	60	沃玛战将	20	8	5
D024	50	60	火焰沃玛	20	8	5
D024	50	60	暗黑战士	20	8	5
D024	83	84	沃玛勇士	5	15	5
D024	83	84	沃玛战将	5	15	5
D024	83	84	火焰沃玛	5	15	5
D024	83	84	暗黑战士	5	15	5
D024	20	21	沃玛勇士	5	15	5
D024	20	21	沃玛战将	5	15	5
D024	20	21	火焰沃玛	5	15	5
D024	20	21	暗黑战士	5	15	5
;特殊
D024	42	49	暗黑战士0	30	2	10
D024	42	49	沃玛勇士0	30	2	15
D024	42	49	沃玛战将0	30	2	15
D024	42	49	火焰沃玛0	30	2	15
D024	50	50	沃玛卫士	30	1	30
D024	50	50	沃玛卫士(精英)	80	1	60
D024	50	50	沃玛教主	20	1	60


;毒蛇山谷
2	250	250	红蛇		220	70	6
2	320	130	红蛇		100	65	6
2	250	250	食人花		200	40	6
2	100	250	毒蜘蛛		60	40	6
2	350	100	毒蜘蛛		50	40	6
2	260	200	多钩猫		60	50	6
2	260	200	红蛇		60	50	6
2	260	170	钉耙猫		60	50	6
2	260	170	红蛇		60	40	6
2	420	80	毒蜘蛛		50	40	7
2	448	362	虎蛇		60	80	6
2	400	120	虎蛇		120	80	6
2	250	280	虎蛇		120	80	5
2	250	250	红蛇		220	50	5
2	140	250	红蛇		80	40	5
2	180	330	半兽人		100	90	6
2	400	130	半兽人		100	65	6
2	180	400	多钩猫		200	50	6
2	180	400	钉耙猫		200	50	6
;特殊
2	180	400	红蛇0		200	1	10
2	180	400	多钩猫0		200	1	10
2	180	400	钉耙猫0		200	1	10
2	180	400	虎蛇0		200	1	10
2	180	400	半兽人0		200	1	10


;废矿入口
D401	100	100	僵尸2		150	130	10
D401	100	100	僵尸3		150	130	10
D401	100	100	僵尸(精英)1		150	3	15
D401	100	100	僵尸(精英)2		150	3	10
D401	100	100	僵尸(精英)3		150	3	10
D401	100	100	僵尸(精英)4		150	3	15
D401	100	100	洞蛆		150	95	10
D401    100     100     尸王(精英)        150   1    40	1	56
;特殊
D401	100	100	僵尸20		100	2	10
D401	100	100	僵尸30		100	2	10

D402	100	100	僵尸2		100	120	8
D402	100	100	僵尸3		100	120	8
D402	100	100	洞蛆		100	75	8
;特殊
D402	100	100	僵尸20		100	2	20
D402	100	100	僵尸30		100	2	20
;进尸王
D402	137	107	僵尸20		0	1	10

D403	100	100	僵尸2		100	90	8
D403	100	100	僵尸3		100	90	8
D403	100	100	僵尸(精英)3		100	2	10
D403	100	100	僵尸(精英)4		100	2	10
